tag,architecture,unit,eval_b2a,eval_a2b,eval_family_f1,eval_fine_f1,eval_hsr_balanced,eval_hsr_miss,eval_hsr_fatigue,eval_awbir,batch_b2a,is_collapse,condition
dense/shallow/s307,shallow,2,0.008,0.04035177498531112,0.5964348020268436,0.5424627107723778,0.15669728456383192,0.1369876980576201,0.13391647340260404,0.0940093857695678,0.0035,False,baseline
dense/shallow/s307,shallow,3,0.00575,0.031159379086825496,0.5990166513929639,0.5243370915697897,0.1531199211117401,0.13255099432077574,0.13169500191742298,0.11175354811862913,0.00275,False,baseline
dense/shallow/s307,shallow,4,1.0,0.00011372036163074999,0.2163100669870042,0.24344047554608692,0.3134457004072241,0.2520924258748623,0.285364584284436,0.17350269366168336,0.00125,True,baseline
dense/shallow/s307,shallow,5,0.00225,0.04175432611209037,0.6164002666768935,0.5584471119032467,0.16315260860831612,0.14264485674111138,0.13905516699841128,0.10280054961377813,0.001,False,baseline
dense/shallow/s307,shallow,6,0.00125,0.04699493944390743,0.6381555051453005,0.5473426797338626,0.16156388670769345,0.14217158805232435,0.13804441116853233,0.09816268104410178,0.001,False,baseline
dense/shallow/s307,shallow,7,0.0005,0.053145315668770496,0.6224378229073468,0.5420705654728629,0.16891035591022807,0.14928811867326505,0.14408794580084366,0.10626789778442534,0.00075,False,baseline
dense/shallow/s307,shallow,8,1.0,0.00017058054244612497,0.1695440863729243,0.2091139605607117,0.33427804459378024,0.2694618432826282,0.30293457022333414,0.16764714436037986,0.00125,True,baseline
dense/deep/s401,deep,1,0.0,0.06420462083736093,0.6190059073547081,0.5136919786168499,0.19128942130348242,0.16971780403328404,0.16275177589890616,0.06113244457242022,0.00025,False,baseline
dense/deep/s401,deep,2,0.282,0.015589166240215311,0.4969242962613873,0.36460614752038945,0.28902138383155895,0.24077963027215232,0.2509897554829167,0.1287812874165319,0.0005,True,baseline
dense/deep/s401,deep,3,0.00075,0.0644131081670173,0.5867561327892333,0.5112177828718166,0.18757509906685416,0.16664916637753144,0.159463852011468,0.06902271250170235,0.00275,False,baseline
dense/deep/s401,deep,4,0.00075,0.06030022175470518,0.6101586813702293,0.552916089057457,0.1858914190756195,0.1645856540238491,0.15764230017713338,0.0307626588353457,0.00075,False,baseline
dense/deep/s401,deep,5,0.0,0.06478269934231724,0.6144606480133467,0.5577213614175275,0.18518471174741147,0.16472337369052184,0.15714924855280216,0.05284715402178074,0.00125,False,baseline
dense/deep/s401,deep,6,0.00025,0.06657379503800155,0.6377685242637605,0.5583824629597216,0.18646299373641825,0.16607393948247842,0.15847044429429705,0.05694765170264243,0.0,False,baseline
pruned/shallow/fisher/s307,shallow,1,0.03225,0.04214287068099543,0.6425831258299872,0.5746321365221665,0.14875550117784556,0.13043574198182403,0.1279852449736126,0.08990588930329063,0.031,False,clipped
pruned/shallow/fisher/s307,shallow,2,0.017,0.03838062205037812,0.6531006594882995,0.5750179998627022,0.15072222932378881,0.13160978311815588,0.1293657895217399,0.10190804713791746,0.0135,False,clipped
pruned/shallow/fisher/s307,shallow,3,0.005,0.037717253274198746,0.607890732428462,0.5174114046749062,0.16431036686693085,0.14293627459931948,0.14150033783166854,0.1172907353262916,0.003,False,clipped
pruned/shallow/fisher/s307,shallow,4,0.00375,0.0369212107427835,0.5945071178305282,0.5356870986533894,0.15454794470517338,0.13468450783099895,0.13211683497379523,0.11837908771272347,0.002,False,clipped
pruned/shallow/fisher/s307,shallow,5,0.00125,0.04516593696101287,0.6043507590176377,0.5519057843543422,0.16308321615748433,0.14314399542253306,0.13902594912437685,0.11026809669337305,0.00075,False,clipped
pruned/shallow/fisher/s307,shallow,6,0.0,0.05732453895870056,0.5959200271761214,0.5373111843252056,0.17168422782637277,0.15227534194043205,0.14621537225397635,0.12043104379056536,0.00075,False,clipped
pruned/shallow/fisher/s307,shallow,7,0.002,0.036580049657891245,0.583103046700283,0.5219061710664642,0.16804112415770348,0.1458900190524887,0.14372272237541317,0.11571091663552799,0.00075,False,clipped
pruned/shallow/fisher/s307,shallow,8,0.00075,0.04385815280225924,0.5866666437829503,0.5306955760496093,0.16449115246251894,0.14411183749992393,0.14067949818301345,0.11325174299493286,0.002,False,clipped
pruned/shallow/saber_v2/s307,shallow,1,0.0395,0.027899395386743995,0.6471518406837409,0.5741976637933444,0.14262705209912163,0.12297529263526963,0.12356238929164917,0.09138126917304527,0.02675,False,clipped
pruned/shallow/saber_v2/s307,shallow,2,0.01475,0.033538029984268684,0.6258768822605949,0.5544937581027491,0.15259582549624734,0.1324140355362393,0.1310476433958474,0.10069311641666981,0.0095,False,clipped
pruned/shallow/saber_v2/s307,shallow,3,0.00575,0.04527965732264362,0.6430175343706036,0.5607814071636629,0.16474680886032028,0.14450749621080697,0.14064023666477968,0.09686243121161767,0.00325,False,clipped
pruned/shallow/saber_v2/s307,shallow,4,0.00275,0.045933549402020435,0.5851392584350245,0.538912596518461,0.16788407808476835,0.1472542807228989,0.14282975110023557,0.10411700512965581,0.0025,False,clipped
pruned/shallow/saber_v2/s307,shallow,5,0.005,0.04589564261481018,0.5829193182328717,0.5439364971049386,0.1636383557641387,0.14368954791426988,0.13986778911999415,0.09877802602559094,0.005,False,clipped
pruned/shallow/saber_v2/s307,shallow,6,0.00425,0.04305263357404143,0.6030153293693915,0.5367987829659939,0.16077500410876353,0.14085374019222927,0.13771114479282703,0.09905140753640541,0.001,False,clipped
pruned/shallow/saber_v2/s307,shallow,7,0.00225,0.043668618866207994,0.6277401016985676,0.5462109888756145,0.16342104782600758,0.14317595247225826,0.13990705063822792,0.10936802673893005,0.00125,False,clipped
pruned/shallow/saber_v2/s307,shallow,8,0.00775,0.033651750345899435,0.6475551596779313,0.5519092635065264,0.1528167856686328,0.13268034428394904,0.13165026204780775,0.1072291413106298,0.00175,False,clipped
pruned/deep/fisher/s401,deep,1,0.00025,0.05776994370842099,0.5888155986856103,0.5037713551659854,0.1826445828235423,0.16147821137914453,0.15559796205328608,0.08007141909162423,0.0005,False,clipped
pruned/deep/fisher/s401,deep,2,0.0,0.07220295293872368,0.6063295996839837,0.5205514239409761,0.19098080750899363,0.17074499491730732,0.16228794214860942,0.061403951333525775,0.0,False,clipped
pruned/deep/fisher/s401,deep,3,0.0,0.05950417922328993,0.5811352426809226,0.4729454631793986,0.18884059823597085,0.166922323064468,0.16145431968006427,0.06513543270022627,0.00025,False,clipped
pruned/deep/fisher/s401,deep,4,0.0,0.060129641212259055,0.5783645688246695,0.5104979812247349,0.18461313708661273,0.16349987521532963,0.15685341757820345,0.07280157170400685,0.0,False,clipped
pruned/deep/fisher/s401,deep,5,0.0,0.05695494778340062,0.5981659901991674,0.5092437521471664,0.18744361863369915,0.1653488188065716,0.15970855170650647,0.0626782728915587,0.0,False,clipped
pruned/deep/fisher/s401,deep,6,0.0,0.06447944504463524,0.6114956865550139,0.537913612784826,0.18642099304249377,0.16570491164636633,0.15889684264348716,0.06689703233890093,0.0,False,clipped
pruned/deep/saber_v2/s401,deep,1,0.0,0.05914406474479256,0.6153033181422133,0.5482661576287083,0.19147203301619767,0.16905735833896385,0.1620459816292617,0.03466453193077756,0.00025,False,clipped
pruned/deep/saber_v2/s401,deep,2,0.0,0.06637478440514774,0.5761961286741757,0.4952210882966973,0.1971494311645149,0.17494962960257607,0.1671983711035226,0.06348897032053953,0.0,False,clipped
pruned/deep/saber_v2/s401,deep,3,0.0,0.0630484638274483,0.5700740465415862,0.49796465494733144,0.18863607311772976,0.16732102530389634,0.16011942806011575,0.07178180943746845,0.00075,False,clipped
pruned/deep/saber_v2/s401,deep,4,0.0,0.06346543848676106,0.6106375159800098,0.5437651651173717,0.18393382151531198,0.1634694399298771,0.1561101879074524,0.05933645079781451,0.0005,False,clipped
pruned/deep/saber_v2/s401,deep,5,0.00025,0.06263148916813556,0.6216447343385723,0.5568038585780953,0.18823250123262908,0.1669154751252412,0.1597679005131389,0.04931793901515931,0.00075,False,clipped
pruned/deep/saber_v2/s401,deep,6,0.0,0.06593885635222986,0.5979544403791256,0.5272293277079316,0.1900896623509432,0.16899648776805878,0.16179489052427823,0.08218898866690426,0.0,False,clipped
dense/shallow/s307,shallow,1,0.00425,0.05202706544606812,0.6275681011183871,0.5696208324872687,0.15703876846660944,0.13918132125661206,0.13402056207885174,0.08696940392340306,0.0065,False,clipped
dense/shallow/s307,shallow,2,0.00125,0.04558291162032562,0.6328615599339441,0.5574301716250352,0.15774182356056315,0.13875979255309437,0.1347373130512591,0.10316775745991785,0.00125,False,clipped
dense/shallow/s307,shallow,3,0.00175,0.04619889691249218,0.6228914281608743,0.5456277263724794,0.16665327514106756,0.14628035158841754,0.142020781212907,0.10800495220430927,0.002,False,clipped
dense/shallow/s307,shallow,4,0.00025,0.05093724531377343,0.585552395011746,0.5359406054544053,0.16782564233669947,0.14803190226621135,0.14273753218531438,0.10448884146663538,0.00075,False,clipped
dense/shallow/s307,shallow,5,0.00075,0.042787286063569685,0.6168213848445488,0.56036850709271,0.15738755683789557,0.1380202151165976,0.1345337009915816,0.10140876493636279,0.00125,False,clipped
dense/shallow/s307,shallow,6,0.0,0.0594852258296848,0.6022635173226157,0.5371937598008291,0.17412757254250288,0.15465842479136613,0.14795748799327987,0.10897633069015214,0.0005,False,clipped
dense/shallow/s307,shallow,7,0.00025,0.04943045052216599,0.6139232537483701,0.5442050731881102,0.1765544822044886,0.15506397497002125,0.1500383484596702,0.10955491244229416,0.0005,False,clipped
dense/shallow/s307,shallow,8,0.0005,0.04838801387388412,0.6285371214208438,0.5407275754989593,0.1671061521886014,0.14702068990705064,0.14287175179416006,0.11014688856644138,0.0005,False,clipped
dense/deep/s401,deep,1,0.0,0.0630484638274483,0.5928802434141889,0.5019471620078453,0.19158525227808113,0.16977867460418913,0.16288873468344262,0.082841733746222,0.0005,False,clipped
dense/deep/s401,deep,2,0.0,0.06749303462785011,0.5643752811859413,0.4823958217278233,0.2013275871514399,0.17861099444251685,0.17081773524953892,0.11500926340362681,0.00025,False,clipped
dense/deep/s401,deep,3,0.0,0.06558821857053505,0.589850941411006,0.5095059703492568,0.18992531180949945,0.16880322370543513,0.1614196234546484,0.0663521312876956,0.00175,False,clipped
dense/deep/s401,deep,4,0.0,0.06469740907109418,0.6162240610483166,0.5412644692860404,0.18705648180274284,0.166269486191511,0.15910228082029182,0.07213589124044971,0.00025,False,clipped
dense/deep/s401,deep,5,0.0,0.06583461268740168,0.6142287987291869,0.5350761002121737,0.18568141560599696,0.16530620940693802,0.15793539197604134,0.06196862202840866,0.00025,False,clipped
dense/deep/s401,deep,6,0.0,0.06573984571937605,0.5821378661203794,0.5065046275530647,0.1951827030185716,0.1732087312746906,0.1660278300250178,0.12996843552772314,0.0,False,clipped
groupnorm_dense/shallow/s307,shallow,1,0.00075,0.05752354959155437,0.583284603257356,0.49474663036509603,0.1906356713719618,0.16809332067225458,0.1631005642701923,0.12705998244749644,,False,groupnorm
groupnorm_dense/shallow/s307,shallow,2,0.001,0.06020545478667955,0.5619049473643574,0.49233736903180014,0.19376928836215554,0.17113304480682723,0.16497416044265079,0.13440067264749728,,False,groupnorm
groupnorm_dense/shallow/s307,shallow,3,0.0,0.05926726180322587,0.6079458282901434,0.5084034084775891,0.18946878252771132,0.16740776586743608,0.16181223863698618,0.13730496165998465,,False,groupnorm
groupnorm_dense/shallow/s307,shallow,4,0.00175,0.06785314910634749,0.5892666030406796,0.5032701623620686,0.19461660670915432,0.17306035925810948,0.1659164368802615,0.12726631126357105,,False,groupnorm
groupnorm_dense/shallow/s307,shallow,5,0.00075,0.057390875836318495,0.5742590821770038,0.5090808872207858,0.19441573382516755,0.17122206801677595,0.16599130768247478,0.13249885399546543,,False,groupnorm
groupnorm_dense/shallow/s307,shallow,6,0.00125,0.04960103106461212,0.6355843712859612,0.5223470021804256,0.18226109822684028,0.1598377494932525,0.1562946257372948,0.13301750006835267,,False,groupnorm
groupnorm_dense/shallow/s307,shallow,7,0.001,0.06066033623320256,0.6097837248658151,0.5067473064225662,0.19652124687277442,0.1734993882507624,0.16745676667701465,0.14019977510984508,,False,groupnorm
groupnorm_dense/shallow/s307,shallow,8,0.00175,0.04811318966660981,0.5918833809825099,0.5009348722112009,0.1864739504391812,0.16310497738658292,0.1598372929639707,0.13087102943286452,,False,groupnorm
groupnorm_dense/deep/s401,deep,1,0.0,0.05785523397964405,0.6763007582934615,0.5768637883738167,0.174476360913789,0.15468733831254602,0.14878563211044354,0.042427620583401625,,False,groupnorm
groupnorm_dense/deep/s401,deep,2,0.0,0.06337067151873543,0.6183642962285464,0.5265333532115477,0.18616716276181955,0.16531533999257378,0.15841931301473677,0.05883941644364028,,False,groupnorm
groupnorm_dense/deep/s401,deep,3,0.0,0.05765622334679024,0.6077541335725172,0.522737587167157,0.17885173755044648,0.15830152846003542,0.15222786289512608,0.06169852949127933,,False,groupnorm
groupnorm_dense/deep/s401,deep,4,0.0,0.04990428536229412,0.6552847540452951,0.5740426133279531,0.17203301619765893,0.1513744574910368,0.14688464418107777,0.05329571559351986,,False,groupnorm
groupnorm_dense/deep/s401,deep,5,0.0,0.058082674702905554,0.6272734172527499,0.5383392327080354,0.180102627782546,0.1594124163790532,0.15365679954712294,0.0607324204469133,,False,groupnorm
groupnorm_dense/deep/s401,deep,6,0.0,0.0632759045507098,0.5881007456053342,0.512813399857329,0.18995270356640676,0.16845473968700353,0.16153192965796825,0.12976070346379018,,False,groupnorm
