source_index,target_index,source_class,target_class,source_family,target_family,transition_type,support,confusion_rate,mean_margin,margin_std,vulnerability_probability,operational_cost,stability,raw_weight,normalized_weight,cost_profile
10,18,DDoS-SYN_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,19654,0.000559682507377633,9.204458492889074,1.1591302683396154,7.055192234407522e-05,5.0,1.0,0.0015755860743042705,1.8263044236457235e-05,alert_fatigue
11,18,DDoS-SlowLoris,DoS-HTTP_Flood,ddos,dos,cross_family_attack,3514,0.12919749573136027,1.9992869839148557,2.9121373226447425,0.3958127298191759,5.0,1.0,1.3125255638763407,0.01521383872673494,alert_fatigue
11,5,DDoS-SlowLoris,DDoS-HTTP_Flood,ddos,ddos,same_family_attack,3514,0.13801935116676153,1.7334663373337051,2.926063518648768,0.5163381299555774,2.0,1.0,0.6543574811223389,0.007584834506404862,alert_fatigue
11,7,DDoS-SlowLoris,DDoS-ICMP_Fragmentation,ddos,ddos,same_family_attack,3514,0.043540125213431986,5.065935974250515,3.8928615836795797,0.01843575903768859,2.0,1.0,0.06197588425112058,0.0007183792330555892,alert_fatigue
12,10,DDoS-SynonymousIP_Flood,DDoS-SYN_Flood,ddos,ddos,same_family_attack,17252,0.5904822629260376,-1.8809903678783328,1.9922221172620436,0.6393292738722985,2.0,1.0,1.2298115367983362,0.014255078072437996,alert_fatigue
12,19,DDoS-SynonymousIP_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,17252,0.11749362392766056,-1.3062350668473899,2.2397806680728953,0.35984173730855257,5.0,1.0,1.1933384030905327,0.01383230811704729,alert_fatigue
12,18,DDoS-SynonymousIP_Flood,DoS-HTTP_Flood,ddos,dos,cross_family_attack,17252,0.00017389288198469742,6.7457311483775495,2.8815623051383827,0.00011460063897456942,5.0,1.0,0.0007212338023981672,8.360016030125357e-06,alert_fatigue
13,20,DDoS-TCP_Flood,DoS-TCP_Flood,ddos,dos,cross_family_attack,17167,0.3450806780450865,0.4456994844768844,1.00173229560473,0.9961958231252381,5.0,1.0,3.3531912529258117,0.03886774653839651,alert_fatigue
13,19,DDoS-TCP_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,17167,0.00011650259218267607,7.0901287857438975,1.4635652584514443,0.0012963006402843264,5.0,1.0,0.0035320080811675064,4.094046074783321e-05,alert_fatigue
13,11,DDoS-TCP_Flood,DDoS-SlowLoris,ddos,ddos,same_family_attack,17167,0.0012815285140094367,9.288090586240004,2.1338650694894596,0.00014392725884577505,2.0,1.0,0.0014254557728552116,1.6522843316106036e-05,alert_fatigue
14,21,DDoS-UDP_Flood,DoS-UDP_Flood,ddos,dos,cross_family_attack,18091,0.21165220275274998,0.5998742372406259,1.2065772871067773,0.991929707171988,5.0,1.0,3.008954774811845,0.0348776084366913,alert_fatigue
14,19,DDoS-UDP_Flood,DoS-SYN_Flood,ddos,dos,cross_family_attack,18091,0.000552761041401802,7.5507694238784575,1.2683515130864007,0.000950047836381692,5.0,1.0,0.0037570221944587348,4.35486601803393e-05,alert_fatigue
14,25,DDoS-UDP_Flood,Mirai-udpplain,ddos,mirai,cross_family_attack,18091,0.0002211044165607208,8.141309100500925,1.6483421040174038,0.0005263533002738248,5.0,1.0,0.001868644292086364,2.1659961283705845e-05,alert_fatigue
15,24,DDoS-UDP_Fragmentation,Mirai-greip_flood,ddos,mirai,cross_family_attack,29874,0.0006360045524536386,7.878360471274144,1.4876182548790866,0.3061553954171158,5.0,1.0,0.7669784999239236,0.008890255188823906,alert_fatigue
15,25,DDoS-UDP_Fragmentation,Mirai-udpplain,ddos,mirai,cross_family_attack,29874,0.00167369619066747,7.938447352854539,1.412065081883198,0.28830124401345203,5.0,1.0,0.7249373505102987,0.008402944857757687,alert_fatigue
15,9,DDoS-UDP_Fragmentation,DDoS-RSTFINFlood,ddos,ddos,same_family_attack,29874,0.0,8.934029046646229,0.9574222005022117,0.10652974328608544,2.0,1.0,0.10652974328608544,0.0012348150607965412,alert_fatigue
16,22,DNS_Spoofing,MITM-ArpSpoofing,spoofing_mitm,spoofing_mitm,same_family_attack,26131,0.14549768474226016,1.7624601396191686,2.123742850160811,0.9241799752190074,2.0,1.0,1.0696776599612676,0.012398923004729518,alert_fatigue
16,1,DNS_Spoofing,BenignTraffic,spoofing_mitm,benign,attack_to_benign,26131,0.025180819716046077,6.110534679198652,4.070811899308956,0.011951207167434783,8.0,1.0,0.14852810753392343,0.001721629457436725,alert_fatigue
16,32,DNS_Spoofing,VulnerabilityScan,spoofing_mitm,reconnaissance,cross_family_attack,26131,0.03382955110787953,5.604595008467265,3.818892726984372,0.019821594252129544,5.0,1.0,0.1341278634000227,0.0015547123337566733,alert_fatigue
17,1,DictionaryBruteForce,BenignTraffic,brute_force,benign,attack_to_benign,1959,0.1260847371107708,-0.9972747226586568,2.1851722986585513,0.21357684113257328,8.0,1.0,1.3586463129733763,0.01574843680088309,alert_fatigue
17,16,DictionaryBruteForce,DNS_Spoofing,brute_force,spoofing_mitm,cross_family_attack,1959,0.34201123021949975,-0.47416949375604356,5.049708256906334,0.1265821431813671,5.0,1.0,1.171483433502167,0.013578981254816042,alert_fatigue
17,27,DictionaryBruteForce,Recon-OSScan,brute_force,reconnaissance,cross_family_attack,1959,0.11944869831546708,-1.0212172978748284,1.9074284974071953,0.21875212834339008,5.0,1.0,0.8455020666471429,0.009800443084019539,alert_fatigue
18,5,DoS-HTTP_Flood,DDoS-HTTP_Flood,dos,ddos,cross_family_attack,10723,0.26643663153968106,0.7602999427962145,1.2068361529868374,0.9958673527399736,5.0,1.0,3.1557599606991364,0.03657926704343217,alert_fatigue
18,11,DoS-HTTP_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,10723,0.010258323230439242,6.561062884888831,2.3435771449303147,0.003012743503666691,5.0,1.0,0.03317766683526484,0.0003845713077544427,alert_fatigue
18,7,DoS-HTTP_Flood,DDoS-ICMP_Fragmentation,dos,ddos,cross_family_attack,10723,0.0020516646460878485,9.050129919502147,2.6779920404199484,0.00025001961405672434,5.0,1.0,0.005754210650361432,6.669861162605692e-05,alert_fatigue
19,10,DoS-SYN_Flood,DDoS-SYN_Flood,dos,ddos,cross_family_attack,21673,0.046186499330964796,0.9718774797874692,0.7734630086472718,0.7335532115687085,5.0,1.0,1.949349277249183,0.022595434589905268,alert_fatigue
19,12,DoS-SYN_Flood,DDoS-SynonymousIP_Flood,dos,ddos,cross_family_attack,21673,0.07811562773958382,1.998097126517961,2.6641639240357606,0.26287548866958366,5.0,1.0,0.8524777910229187,0.009881300591542498,alert_fatigue
19,11,DoS-SYN_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,21673,0.0018456143588797122,11.945285056904662,2.2155130749266077,1.2581756168380372e-05,5.0,1.0,0.004645490287620231,5.3847134095992666e-05,alert_fatigue
20,13,DoS-TCP_Flood,DDoS-TCP_Flood,dos,ddos,cross_family_attack,18572,0.18350204609088952,0.35595860888672204,0.5374598426119813,0.9988821785548435,5.0,1.0,2.9559605616143325,0.03426333818152305,alert_fatigue
20,11,DoS-TCP_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,18572,0.0023691578720654747,11.059010482416674,2.2703765068933284,2.2451114076845476e-05,5.0,1.0,0.0059790224653558,6.930446616430126e-05,alert_fatigue
20,4,DoS-TCP_Flood,DDoS-ACK_Fragmentation,dos,ddos,cross_family_attack,18572,0.0004846004738315744,9.594125527590466,1.548391824056179,9.714699002520953e-05,5.0,1.0,0.0014543686596419597,1.6857980405092574e-05,alert_fatigue
21,14,DoS-UDP_Flood,DDoS-UDP_Flood,dos,ddos,cross_family_attack,22308,0.0914470145239376,5.030562768637351,2.400797860768733,0.5215979793156956,5.0,1.0,1.532612484599083,0.017764925737833313,alert_fatigue
21,11,DoS-UDP_Flood,DDoS-SlowLoris,dos,ddos,cross_family_attack,22308,0.0018827326519634212,5.347274201972383,1.4885012888170983,0.38000549124417476,5.0,1.0,0.9547205597403454,0.01106642417088662,alert_fatigue
21,7,DoS-UDP_Flood,DDoS-ICMP_Fragmentation,dos,ddos,cross_family_attack,22308,0.0006275775506544738,8.1968598976245,1.391715784543479,0.021990268346482513,5.0,1.0,0.05654461474284247,0.0006554239195329025,alert_fatigue
22,1,MITM-ArpSpoofing,BenignTraffic,spoofing_mitm,benign,attack_to_benign,27485,0.09175914134982718,1.9278126441479022,4.320222303415414,0.07557218006483608,8.0,1.0,0.6693252856586531,0.0077583303761814834,alert_fatigue
22,29,MITM-ArpSpoofing,Recon-PortScan,spoofing_mitm,reconnaissance,cross_family_attack,27485,0.07513189012188466,1.282064431994389,4.143640725618826,0.1441474074812121,5.0,1.0,0.548198244007742,0.006354314082829434,alert_fatigue
22,27,MITM-ArpSpoofing,Recon-OSScan,spoofing_mitm,reconnaissance,cross_family_attack,27485,0.07240312897944333,1.289550354566892,4.31252455124587,0.1430723600311478,5.0,1.0,0.5386887225264778,0.006244086647900779,alert_fatigue
23,24,Mirai-greeth_flood,Mirai-greip_flood,mirai,mirai,same_family_attack,29454,0.01086439872343315,5.414425316904735,1.3685879001619965,0.9615020471802483,2.0,1.0,0.9723664459036815,0.011270962408973548,alert_fatigue
23,7,Mirai-greeth_flood,DDoS-ICMP_Fragmentation,mirai,ddos,cross_family_attack,29454,0.0,10.622900224640437,1.2144508330373294,0.005259425427373579,5.0,1.0,0.013148563568433948,0.00015240855578278344,alert_fatigue
23,15,Mirai-greeth_flood,DDoS-UDP_Fragmentation,mirai,ddos,cross_family_attack,29454,0.00044136619813947174,10.728247563131752,1.3509810009195777,0.004733545258939328,5.0,1.0,0.012937278642696998,0.00014995949507568473,alert_fatigue
24,23,Mirai-greip_flood,Mirai-greeth_flood,mirai,mirai,same_family_attack,29596,0.026692796323827546,2.0572646219643147,0.896390319726054,0.9821890677555234,2.0,1.0,1.0088818640793509,0.011694222495065295,alert_fatigue
24,4,Mirai-greip_flood,DDoS-ACK_Fragmentation,mirai,ddos,cross_family_attack,29596,0.0045276388701175835,8.50642415020102,1.6908749555726845,0.0015536768684157902,5.0,1.0,0.015203289346333434,0.00017622543788624925,alert_fatigue
24,25,Mirai-greip_flood,Mirai-udpplain,mirai,mirai,same_family_attack,29596,0.004662792269225571,6.996863193012465,1.5088667561007432,0.007029989780549183,2.0,1.0,0.011692782049774754,0.0001355341985467754,alert_fatigue
25,24,Mirai-udpplain,Mirai-greip_flood,mirai,mirai,same_family_attack,28859,0.00034651235316539037,8.155860415318639,1.0501841640116896,0.7163758947892586,2.0,1.0,0.716722407142424,0.00830772322780406,alert_fatigue
25,21,Mirai-udpplain,DoS-UDP_Flood,mirai,dos,cross_family_attack,28859,0.00013860494126615613,9.682023691426338,1.128122538593593,0.15571723180147878,5.0,1.0,0.38963959185686237,0.004516417870410047,alert_fatigue
25,14,Mirai-udpplain,DDoS-UDP_Flood,mirai,ddos,cross_family_attack,28859,0.0,10.390346852761676,1.2669337927461655,0.07668595568332207,5.0,1.0,0.19171488920830515,0.0022222191218241364,alert_fatigue
26,29,Recon-HostDiscovery,Recon-PortScan,reconnaissance,reconnaissance,same_family_attack,20030,0.14083874188716924,0.6110773174693837,1.6957342429859756,0.3815884098331926,2.0,1.0,0.5224271517203618,0.0060555943834476825,alert_fatigue
26,1,Recon-HostDiscovery,BenignTraffic,reconnaissance,benign,attack_to_benign,20030,0.07743384922616076,3.579969396566041,3.370421628310235,0.019598450117296537,8.0,1.0,0.38812919737382917,0.004498910479536262,alert_fatigue
26,32,Recon-HostDiscovery,VulnerabilityScan,reconnaissance,reconnaissance,same_family_attack,20030,0.08881677483774339,0.9361923064885886,1.513489022002504,0.2756763623601056,2.0,1.0,0.36449313719784904,0.004224938514684961,alert_fatigue
27,1,Recon-OSScan,BenignTraffic,reconnaissance,benign,attack_to_benign,14475,0.16041450777202074,1.4245271410464933,2.7836093113279023,0.1153272232855161,8.0,1.0,1.1029669242301474,0.012784787868513697,alert_fatigue
27,29,Recon-OSScan,Recon-PortScan,reconnaissance,reconnaissance,same_family_attack,14475,0.26867012089810016,0.07492670316976174,0.4891288734637265,0.44468845931898177,2.0,1.0,0.7133585802170819,0.008268732200310729,alert_fatigue
27,32,Recon-OSScan,VulnerabilityScan,reconnaissance,reconnaissance,same_family_attack,14475,0.29934369602763383,0.7588588829989672,1.767321877789763,0.22440260128053088,2.0,1.0,0.5237462973081647,0.006070884956661849,alert_fatigue
28,1,Recon-PingSweep,BenignTraffic,reconnaissance,benign,attack_to_benign,339,0.22123893805309736,-1.8295972610996887,1.1057657260483218,0.2967068557073454,8.0,1.0,2.0717831750417712,0.02401459900617829,alert_fatigue
28,16,Recon-PingSweep,DNS_Spoofing,reconnaissance,spoofing_mitm,cross_family_attack,339,0.35693215339233036,-0.479053119510676,3.614893692076478,0.07687651951425731,5.0,1.0,1.0845216822664692,0.012570984081193753,alert_fatigue
28,27,Recon-PingSweep,Recon-OSScan,reconnaissance,reconnaissance,same_family_attack,339,0.18289085545722714,-1.7698753910430414,0.7370681563592311,0.27950572167725674,2.0,1.0,0.4623965771344839,0.005359763760746893,alert_fatigue
29,27,Recon-PortScan,Recon-OSScan,reconnaissance,reconnaissance,same_family_attack,12036,0.08956463941508806,0.07743465523063721,0.42227650323463517,0.5504236438557869,2.0,1.0,0.639988283270875,0.007418277248579661,alert_fatigue
29,1,Recon-PortScan,BenignTraffic,reconnaissance,benign,attack_to_benign,12036,0.09122632103688934,2.3283708359193134,3.1795671885491283,0.057959938860471114,8.0,1.0,0.5967450395894418,0.006917033117800805,alert_fatigue
29,32,Recon-PortScan,VulnerabilityScan,reconnaissance,reconnaissance,same_family_attack,12036,0.3401462279827185,0.9449230555126777,2.1005893882027964,0.23118074327613736,2.0,1.0,0.5713269712588558,0.006622405414562335,alert_fatigue
30,32,SqlInjection,VulnerabilityScan,web_application,reconnaissance,cross_family_attack,787,0.758576874205845,-1.6626845445233045,0.7038011529367317,0.4309209703226242,5.0,1.0,2.973744611321173,0.034469477910603105,alert_fatigue
30,1,SqlInjection,BenignTraffic,web_application,benign,attack_to_benign,787,0.08767471410419314,-0.30901151660739845,1.3270928510198479,0.11130249577161272,8.0,1.0,0.7959088395032234,0.009225594577848264,alert_fatigue
30,27,SqlInjection,Recon-OSScan,web_application,reconnaissance,cross_family_attack,787,0.048284625158831,-0.7444993125741031,0.9557362549570113,0.17204214533587897,5.0,1.0,0.5508169262367749,0.00638466793665565,alert_fatigue
31,32,Uploading_Attack,VulnerabilityScan,malware,reconnaissance,cross_family_attack,188,0.7553191489361702,-2.740679310674363,1.3096138583121917,0.31038274211907096,5.0,1.0,2.664254727638103,0.03088209698066199,alert_fatigue
31,1,Uploading_Attack,BenignTraffic,malware,benign,attack_to_benign,188,0.09042553191489362,-1.6718162149190903,1.3633104908462417,0.1065850323250782,8.0,1.0,0.7880422569598873,0.009134410892411004,alert_fatigue
31,16,Uploading_Attack,DNS_Spoofing,malware,spoofing_mitm,cross_family_attack,188,0.09042553191489362,-1.0144299076909715,2.138252866082351,0.05523278924196834,5.0,1.0,0.36414580289215487,0.0042209124688261,alert_fatigue
32,1,VulnerabilityScan,BenignTraffic,reconnaissance,benign,attack_to_benign,29910,0.03804747576061518,1.8557017085692011,1.3024234986411787,0.09696957549224643,8.0,1.0,0.5400682050114465,0.006260076602405503,alert_fatigue
32,29,VulnerabilityScan,Recon-PortScan,reconnaissance,reconnaissance,same_family_attack,29910,0.06756937479103979,0.6671906660060267,1.1405545849793215,0.3182726219216787,2.0,1.0,0.3858419967127185,0.004472398918198706,alert_fatigue
32,27,VulnerabilityScan,Recon-OSScan,reconnaissance,reconnaissance,same_family_attack,29910,0.04690738883316616,0.8286559621931437,1.1116961434692427,0.2708169200915314,2.0,1.0,0.31772430892469755,0.0036828283795614326,alert_fatigue
33,32,XSS,VulnerabilityScan,web_application,reconnaissance,cross_family_attack,577,0.6533795493934142,-2.5376705680191,1.3371654709557195,0.27771032545274693,5.0,1.0,2.3277246871154027,0.026981286280950315,alert_fatigue
33,1,XSS,BenignTraffic,web_application,benign,attack_to_benign,577,0.14558058925476602,-1.819383527315262,1.2977504024920479,0.13540787705376117,8.0,1.0,1.1239538652341088,0.013028053176702277,alert_fatigue
33,16,XSS,DNS_Spoofing,web_application,spoofing_mitm,cross_family_attack,577,0.11785095320623917,-1.244158468688588,2.270683719954499,0.07617752535433206,5.0,1.0,0.4850711964014281,0.005622591404041394,alert_fatigue
