tag,architecture,method,seed,condition,unit,lr_now,bn_var_max,eval_b2a,eval_a2b,eval_family_f1,eval_fine_f1,eval_awbir,eval_ece,batch_b2a,batch_a2b,batch_family_f1,batch_fine_f1,batch_awbir,batch_ece
B,deep,fisher,401,bn_momentum_0.01,3,0.001,5.16299295425415,0.0,0.058395405697390115,0.6171868486421921,0.5485464807206446,0.023213452088697812,0.2110220860163539,0.0,0.04413297700953356,0.5855928846603632,0.5283629104792927,0.07357006509802326,0.1862634382537085
B,deep,fisher,401,bn_momentum_0.01,4,0.001,4.7326226234436035,0.12225,0.03567976346164781,0.5228807243369863,0.5267852683639431,0.056280468742614935,0.25392049250746085,0.00075,0.04213339398419287,0.5692868801313077,0.529366662051469,0.12483925460197554,0.1952971956724512
B,deep,fisher,401,bn_momentum_0.01,5,0.001,4.651442527770996,0.0,0.06410037717253274,0.6344562542212767,0.5711894192238334,0.02623416647252373,0.23854137778184328,0.0,0.045080646689789804,0.5988945652683214,0.530001786092746,0.04945418096991543,0.2149404751254079
B,deep,fisher,401,bn_momentum_0.01,6,0.001,4.892283916473389,0.00125,0.06182596993991774,0.5696988791838852,0.5631512758539404,0.030987708192150555,0.23554061862737094,0.0,0.04831220029946362,0.5889467958219596,0.5400764663857622,0.12692045061736118,0.2117507773964797
B,deep,saber_v2,401,bn_momentum_0.01,1,0.001,8.624617576599121,0.0035,0.059001914292754115,0.5796846490882328,0.5476653822607985,0.055566792686815955,0.19528688428074548,0.00025,0.043886582892666934,0.6021437088536619,0.5240903658529261,0.029586366797066256,0.1568519052720317
B,deep,saber_v2,401,bn_momentum_0.01,2,0.001,9.402963638305664,0.10625,0.03459942002615568,0.486417189754376,0.47280544222069915,0.08325832658270275,0.26699319523832005,0.0,0.048662838081158434,0.5761950983161888,0.5183654185374016,0.05975997767749842,0.1800092327688515
B,deep,saber_v2,401,bn_momentum_0.01,3,0.001,9.556577682495117,0.00075,0.05275677109986543,0.5685861483335362,0.5492316139824218,0.03609098355438964,0.22349079413195838,0.001,0.04312844714846193,0.5819045766178328,0.5267426090214352,0.046778330774757584,0.17782328950032608
B,deep,saber_v2,401,bn_momentum_0.01,4,0.001,10.010417938232422,0.19325,0.03378442410113531,0.4887022658500497,0.516699387354448,0.07616458082899188,0.25723695914871947,0.001,0.04813214306021493,0.563902943279172,0.5350612332358985,0.10870649698193571,0.1786085682667618
B,deep,saber_v2,401,bn_momentum_0.01,5,0.001,11.204238891601562,0.00125,0.05652849642728531,0.5436648112775072,0.5376127468205194,0.06519430194721576,0.23031681368476598,0.001,0.047734121794507305,0.5900038205399617,0.5484777099703037,0.04440452313196167,0.18806610293537118
B,deep,saber_v2,401,bn_momentum_0.01,6,0.001,11.739696502685547,0.001,0.055865127651105934,0.5422629775809685,0.5163386999710777,0.0767421499397422,0.2629024636795992,0.0,0.04807528287939956,0.5664155493960505,0.5157574541728563,0.08766083223005976,0.20674897462011196
