architecture,method,seed,unit,batch_index,loss,benign_fraction
shallow,fisher,307,1,35,0.7329742312431335,0.0537109375
shallow,fisher,307,1,36,0.8104504346847534,0.048828125
shallow,fisher,307,1,37,0.7065626978874207,0.060546875
shallow,fisher,307,1,38,0.9024505019187927,0.0625
shallow,fisher,307,1,39,0.767585277557373,0.0576171875
shallow,fisher,307,1,40,0.7374293804168701,0.0537109375
shallow,fisher,307,1,41,0.7989635467529297,0.05078125
shallow,fisher,307,1,42,0.8164633512496948,0.0498046875
shallow,fisher,307,1,43,0.7169610857963562,0.064453125
shallow,fisher,307,1,44,0.7282519936561584,0.0546875
shallow,fisher,307,1,45,0.7873788475990295,0.0498046875
shallow,fisher,307,1,46,0.7673513293266296,0.05859375
shallow,fisher,307,1,47,0.7195580005645752,0.0537109375
shallow,fisher,307,1,48,0.7177473902702332,0.0439453125
shallow,fisher,307,1,49,0.7739365100860596,0.0556640625
shallow,fisher,307,1,50,0.740739107131958,0.052734375
shallow,fisher,307,1,51,0.7939491271972656,0.0458984375
shallow,fisher,307,1,52,0.7696302533149719,0.0537109375
shallow,fisher,307,1,53,0.8120691776275635,0.046875
shallow,fisher,307,1,54,0.7548916935920715,0.05078125
shallow,fisher,307,1,55,0.7438831925392151,0.060546875
shallow,fisher,307,1,56,0.6940271258354187,0.0439453125
shallow,fisher,307,1,57,0.7179824709892273,0.05078125
shallow,fisher,307,1,58,0.754740297794342,0.052734375
shallow,fisher,307,1,59,0.8532230257987976,0.0576171875
shallow,fisher,307,1,60,0.7720313668251038,0.0546875
shallow,fisher,307,1,61,0.7079930305480957,0.0625
shallow,fisher,307,1,62,0.6648464202880859,0.05859375
shallow,fisher,307,1,63,0.7711538076400757,0.0498046875
shallow,fisher,307,1,64,0.7287557125091553,0.0546875
shallow,fisher,307,1,65,0.8014839291572571,0.0517578125
shallow,fisher,307,1,66,0.750820517539978,0.0517578125
shallow,fisher,307,1,67,0.8111830353736877,0.0478515625
shallow,fisher,307,1,68,0.714215099811554,0.0556640625
shallow,fisher,307,1,69,0.6922382116317749,0.046875
shallow,fisher,307,1,70,0.7575361728668213,0.0576171875
shallow,fisher,307,1,71,0.6558915376663208,0.05078125
shallow,fisher,307,1,72,0.7203669548034668,0.048828125
shallow,fisher,307,1,73,0.7032566070556641,0.0546875
shallow,fisher,307,1,74,0.7375497221946716,0.0595703125
shallow,fisher,307,1,75,0.7102164626121521,0.0576171875
shallow,fisher,307,1,76,0.6604156494140625,0.0693359375
shallow,fisher,307,1,77,0.7643754482269287,0.044921875
shallow,fisher,307,1,78,0.8119511008262634,0.05859375
shallow,fisher,307,1,79,0.6997221112251282,0.0537109375
shallow,fisher,307,1,80,0.6895343661308289,0.0517578125
shallow,fisher,307,1,81,0.7301809787750244,0.0517578125
shallow,fisher,307,1,82,0.7637956738471985,0.04296875
shallow,fisher,307,1,83,0.7708733081817627,0.0576171875
shallow,fisher,307,1,84,0.6969802975654602,0.0712890625
shallow,fisher,307,1,85,0.6720349192619324,0.048828125
shallow,fisher,307,1,86,0.7973241209983826,0.0478515625
shallow,fisher,307,1,87,0.7337757349014282,0.05859375
shallow,fisher,307,1,88,0.6955885887145996,0.05078125
shallow,fisher,307,1,89,0.6894987225532532,0.08203125
shallow,fisher,307,1,90,0.6920884251594543,0.046875
shallow,fisher,307,1,91,0.7080603241920471,0.0595703125
shallow,fisher,307,1,92,0.6545750498771667,0.06640625
shallow,fisher,307,1,93,0.7461050152778625,0.0537109375
shallow,fisher,307,1,94,0.6727046370506287,0.060546875
shallow,fisher,307,1,95,0.7252377271652222,0.056640625
shallow,fisher,307,1,96,0.6964185833930969,0.060546875
shallow,fisher,307,1,97,0.68019038438797,0.0390625
shallow,fisher,307,1,98,0.6733558177947998,0.0546875
shallow,fisher,307,1,99,0.7676567435264587,0.046875
shallow,fisher,307,1,100,0.6745718121528625,0.048828125
shallow,fisher,307,1,101,0.7331370115280151,0.048828125
shallow,fisher,307,1,102,0.6093651056289673,0.037109375
shallow,fisher,307,1,103,0.6497663259506226,0.0546875
shallow,fisher,307,1,104,0.8335675597190857,0.0615234375
shallow,fisher,307,1,105,0.6815632581710815,0.0498046875
shallow,fisher,307,1,106,0.6524502038955688,0.0498046875
shallow,fisher,307,1,107,0.7040084600448608,0.05859375
shallow,fisher,307,1,108,0.6963667869567871,0.0390625
shallow,fisher,307,1,109,0.6389821171760559,0.05859375
shallow,fisher,307,1,110,0.6598842740058899,0.0546875
shallow,fisher,307,1,111,0.6731526255607605,0.0439453125
shallow,fisher,307,1,112,0.5970967411994934,0.052734375
shallow,fisher,307,1,113,0.7561869025230408,0.0478515625
shallow,fisher,307,1,114,0.6974447965621948,0.0595703125
shallow,fisher,307,1,115,0.6796645522117615,0.0380859375
shallow,fisher,307,1,116,0.6437370181083679,0.046875
shallow,fisher,307,1,117,0.6395390033721924,0.0478515625
shallow,fisher,307,1,118,0.6372400522232056,0.0634765625
shallow,fisher,307,1,119,0.5923342108726501,0.056640625
shallow,fisher,307,1,120,0.6840793490409851,0.0634765625
shallow,fisher,307,1,121,0.7227769494056702,0.041015625
shallow,fisher,307,1,122,0.6490200161933899,0.0478515625
shallow,fisher,307,1,123,0.718527615070343,0.0439453125
shallow,fisher,307,1,124,0.6917091608047485,0.048828125
shallow,fisher,307,1,125,0.6915934085845947,0.0634765625
shallow,fisher,307,1,126,0.7724235653877258,0.044921875
shallow,fisher,307,1,127,0.7196034789085388,0.0498046875
shallow,fisher,307,1,128,0.7574726343154907,0.0634765625
shallow,fisher,307,1,129,0.7051464915275574,0.0458984375
shallow,fisher,307,1,130,0.6769266128540039,0.052734375
shallow,fisher,307,1,131,0.6202614903450012,0.05078125
shallow,fisher,307,1,132,0.6872354745864868,0.048828125
shallow,fisher,307,1,133,0.6213153004646301,0.06640625
shallow,fisher,307,1,134,0.7344000935554504,0.056640625
shallow,fisher,307,1,135,0.6616498827934265,0.046875
shallow,fisher,307,1,136,0.6150999069213867,0.05078125
shallow,fisher,307,1,137,0.7439423203468323,0.0595703125
shallow,fisher,307,1,138,0.6469638347625732,0.0556640625
shallow,fisher,307,1,139,0.6689192056655884,0.052734375
shallow,fisher,307,1,140,0.64702308177948,0.05078125
shallow,fisher,307,1,141,0.6681798696517944,0.0458984375
shallow,fisher,307,1,142,0.6391501426696777,0.05859375
shallow,fisher,307,1,143,0.5707451701164246,0.0537109375
shallow,fisher,307,1,144,0.70030277967453,0.0498046875
shallow,fisher,307,1,145,0.632056713104248,0.0537109375
shallow,fisher,307,1,146,0.6769043803215027,0.0634765625
shallow,fisher,307,1,147,0.6520533561706543,0.056640625
shallow,fisher,307,1,148,0.6542280912399292,0.0625
shallow,fisher,307,1,149,0.656022310256958,0.0400390625
shallow,fisher,307,1,150,0.7203949689865112,0.0537109375
shallow,fisher,307,1,151,0.6618833541870117,0.0654296875
shallow,fisher,307,1,152,0.6816740036010742,0.052734375
shallow,fisher,307,1,153,0.689938485622406,0.060546875
shallow,fisher,307,1,154,0.6778969168663025,0.0458984375
shallow,fisher,307,1,155,0.6027946472167969,0.0546875
shallow,fisher,307,1,156,0.6619469523429871,0.0615234375
shallow,fisher,307,1,157,0.6648291349411011,0.052734375
shallow,fisher,307,1,158,0.6730964183807373,0.0615234375
shallow,fisher,307,1,159,0.7001069188117981,0.0576171875
shallow,fisher,307,1,160,0.7470325827598572,0.052734375
shallow,fisher,307,1,161,0.7945411801338196,0.0517578125
shallow,fisher,307,1,162,0.5834652781486511,0.0693359375
shallow,fisher,307,1,163,0.6307647228240967,0.0458984375
shallow,fisher,307,1,164,0.639136552810669,0.0517578125
shallow,fisher,307,1,165,2.157991886138916,0.0576171875
shallow,fisher,307,1,166,0.6036247611045837,0.060546875
shallow,fisher,307,1,167,0.6640604138374329,0.0517578125
shallow,fisher,307,1,168,0.6471390724182129,0.0400390625
shallow,fisher,307,1,169,0.6950191259384155,0.05859375
shallow,fisher,307,1,170,0.7008015513420105,0.0546875
shallow,fisher,307,1,171,0.6620543003082275,0.048828125
shallow,fisher,307,1,172,0.6634661555290222,0.048828125
shallow,fisher,307,1,173,0.6792470216751099,0.046875
shallow,fisher,307,1,174,0.7069891095161438,0.064453125
shallow,fisher,307,1,175,0.6288956999778748,0.0419921875
shallow,fisher,307,1,176,0.7119733691215515,0.07421875
shallow,fisher,307,1,177,0.6762346029281616,0.0654296875
shallow,fisher,307,1,178,0.6494373679161072,0.052734375
shallow,fisher,307,1,179,0.6479506492614746,0.05859375
shallow,fisher,307,1,180,0.6812999844551086,0.0419921875
shallow,fisher,307,1,181,0.6693305969238281,0.0478515625
shallow,fisher,307,1,182,0.6437342762947083,0.0625
shallow,fisher,307,1,183,0.7360027432441711,0.060546875
shallow,fisher,307,1,184,0.612462043762207,0.05078125
shallow,fisher,307,1,185,0.6097468733787537,0.046875
shallow,fisher,307,1,186,0.6448292136192322,0.0478515625
shallow,fisher,307,1,187,0.6692313551902771,0.060546875
shallow,fisher,307,1,188,0.6620583534240723,0.060546875
shallow,fisher,307,1,189,0.6905498504638672,0.060546875
shallow,fisher,307,1,190,0.6396248936653137,0.056640625
shallow,fisher,307,1,191,0.5580745339393616,0.0478515625
shallow,fisher,307,1,192,0.6158580183982849,0.0615234375
shallow,fisher,307,1,193,0.6500546336174011,0.0576171875
shallow,fisher,307,1,194,0.6381126642227173,0.0439453125
shallow,fisher,307,1,195,0.6932846307754517,0.05078125
shallow,fisher,307,1,196,0.6247811317443848,0.0673828125
shallow,fisher,307,1,197,0.6646379828453064,0.05859375
shallow,fisher,307,1,198,0.604748547077179,0.0537109375
shallow,fisher,307,1,199,0.7098811864852905,0.0625
shallow,fisher,307,1,200,0.6267427206039429,0.0546875
shallow,fisher,307,1,201,0.5896376371383667,0.056640625
shallow,fisher,307,1,202,0.671259343624115,0.068359375
shallow,fisher,307,1,203,0.6282607316970825,0.0517578125
shallow,fisher,307,1,204,0.6993830800056458,0.072265625
shallow,fisher,307,1,205,0.7225906848907471,0.0498046875
shallow,fisher,307,1,206,0.6222109198570251,0.0673828125
shallow,fisher,307,1,207,0.6686117649078369,0.064453125
shallow,fisher,307,1,208,0.6407071352005005,0.064453125
shallow,fisher,307,1,209,0.6096563339233398,0.056640625
shallow,fisher,307,1,210,0.5711562633514404,0.0546875
shallow,fisher,307,1,211,0.635033905506134,0.044921875
shallow,fisher,307,1,212,0.6100643873214722,0.0556640625
shallow,fisher,307,1,213,0.6143545508384705,0.0517578125
shallow,fisher,307,1,214,0.6406699419021606,0.0498046875
shallow,fisher,307,1,215,0.626775324344635,0.0419921875
shallow,fisher,307,1,216,0.5958564877510071,0.052734375
shallow,fisher,307,1,217,0.650400698184967,0.0439453125
shallow,fisher,307,1,218,0.6855328679084778,0.056640625
shallow,fisher,307,1,219,0.6706775426864624,0.0546875
shallow,fisher,307,1,220,0.7014470100402832,0.0546875
shallow,fisher,307,1,221,0.6535826921463013,0.0556640625
shallow,fisher,307,1,222,0.6013606190681458,0.048828125
shallow,fisher,307,1,223,0.7195889949798584,0.041015625
shallow,fisher,307,1,224,0.5978187322616577,0.0673828125
shallow,fisher,307,1,225,0.6482478380203247,0.056640625
shallow,fisher,307,1,226,0.6378219723701477,0.0498046875
shallow,fisher,307,1,227,0.6702640056610107,0.056640625
shallow,fisher,307,1,228,0.6601652503013611,0.0615234375
shallow,fisher,307,1,229,0.6124690771102905,0.0419921875
shallow,fisher,307,1,230,0.6503186225891113,0.060546875
shallow,fisher,307,1,231,0.6852828860282898,0.0546875
shallow,fisher,307,1,232,0.6363144516944885,0.0615234375
shallow,fisher,307,1,233,0.5765658020973206,0.0615234375
shallow,fisher,307,1,234,0.5868623852729797,0.0595703125
shallow,fisher,307,1,235,0.5944916605949402,0.04296875
shallow,fisher,307,1,236,0.7200331091880798,0.046875
shallow,fisher,307,1,237,0.6883402466773987,0.052734375
shallow,fisher,307,1,238,0.6953056454658508,0.0439453125
shallow,fisher,307,1,239,0.5776886940002441,0.0595703125
shallow,fisher,307,1,240,0.6083944439888,0.0625
shallow,fisher,307,1,241,0.72614985704422,0.0556640625
shallow,fisher,307,1,242,0.6690512895584106,0.052734375
shallow,fisher,307,1,243,0.6626031994819641,0.0556640625
shallow,fisher,307,1,244,0.5814996361732483,0.0546875
shallow,fisher,307,1,245,0.6026116013526917,0.048828125
shallow,fisher,307,1,246,0.6522679328918457,0.0478515625
shallow,fisher,307,1,247,0.6899356245994568,0.0478515625
shallow,fisher,307,1,248,0.5729449987411499,0.0546875
shallow,fisher,307,1,249,0.6497141718864441,0.0546875
shallow,fisher,307,1,250,0.6549665331840515,0.05678233504295349
shallow,fisher,307,2,0,0.6767820715904236,0.0537109375
shallow,fisher,307,2,1,0.5718991756439209,0.0439453125
shallow,fisher,307,2,2,0.7115603685379028,0.0498046875
shallow,fisher,307,2,3,0.6102060675621033,0.05078125
shallow,fisher,307,2,4,0.5648754835128784,0.048828125
shallow,fisher,307,2,5,0.563644289970398,0.06640625
shallow,fisher,307,2,6,0.6755291223526001,0.048828125
shallow,fisher,307,2,7,0.5756622552871704,0.052734375
shallow,fisher,307,2,8,0.5555476546287537,0.048828125
shallow,fisher,307,2,9,0.7067572474479675,0.046875
shallow,fisher,307,2,10,0.5763348340988159,0.0546875
shallow,fisher,307,2,11,0.5455046892166138,0.0595703125
shallow,fisher,307,2,12,0.5865286588668823,0.052734375
shallow,fisher,307,2,13,0.5667771697044373,0.0498046875
shallow,fisher,307,2,14,0.7333707213401794,0.0576171875
shallow,fisher,307,2,15,0.7161352634429932,0.048828125
shallow,fisher,307,2,16,0.6228245496749878,0.05078125
shallow,fisher,307,2,17,0.648685872554779,0.0537109375
shallow,fisher,307,2,18,0.6097052693367004,0.0458984375
shallow,fisher,307,2,19,0.7297621369361877,0.0458984375
shallow,fisher,307,2,20,0.6076986789703369,0.0498046875
shallow,fisher,307,2,21,0.6075024604797363,0.05078125
shallow,fisher,307,2,22,0.6113405823707581,0.05859375
shallow,fisher,307,2,23,0.6283934712409973,0.0634765625
shallow,fisher,307,2,24,0.5992765426635742,0.060546875
shallow,fisher,307,2,25,0.6099348664283752,0.044921875
shallow,fisher,307,2,26,0.8252811431884766,0.056640625
shallow,fisher,307,2,27,0.5903936624526978,0.0546875
shallow,fisher,307,2,28,0.6254065632820129,0.0546875
shallow,fisher,307,2,29,0.6206128001213074,0.0615234375
shallow,fisher,307,2,30,0.561007559299469,0.0498046875
shallow,fisher,307,2,31,0.6651503443717957,0.05859375
shallow,fisher,307,2,32,0.6087897419929504,0.0517578125
shallow,fisher,307,2,33,0.6230580806732178,0.064453125
shallow,fisher,307,2,34,0.6034573316574097,0.0478515625
shallow,fisher,307,2,35,0.6515290141105652,0.056640625
shallow,fisher,307,2,36,0.5772356390953064,0.044921875
shallow,fisher,307,2,37,0.6576496362686157,0.0654296875
shallow,fisher,307,2,38,0.651623547077179,0.052734375
shallow,fisher,307,2,39,0.6695854663848877,0.0556640625
shallow,fisher,307,2,40,0.7020373344421387,0.0595703125
shallow,fisher,307,2,41,0.5815024971961975,0.046875
shallow,fisher,307,2,42,0.6251109838485718,0.0537109375
shallow,fisher,307,2,43,0.6078590750694275,0.048828125
shallow,fisher,307,2,44,0.6973956823348999,0.0625
shallow,fisher,307,2,45,0.6374480128288269,0.0576171875
shallow,fisher,307,2,46,0.6722055077552795,0.05859375
shallow,fisher,307,2,47,0.6107725501060486,0.060546875
shallow,fisher,307,2,48,0.5584276914596558,0.0537109375
shallow,fisher,307,2,49,0.6179510354995728,0.06640625
shallow,fisher,307,2,50,0.6477510929107666,0.0556640625
shallow,fisher,307,2,51,0.5377382040023804,0.0595703125
shallow,fisher,307,2,52,0.6549541354179382,0.0419921875
shallow,fisher,307,2,53,0.6723756790161133,0.068359375
shallow,fisher,307,2,54,0.578593909740448,0.0546875
shallow,fisher,307,2,55,0.6212305426597595,0.0498046875
shallow,fisher,307,2,56,0.720212459564209,0.0380859375
shallow,fisher,307,2,57,0.6268367767333984,0.0546875
shallow,fisher,307,2,58,0.6712571382522583,0.0654296875
shallow,fisher,307,2,59,0.6670668721199036,0.0576171875
shallow,fisher,307,2,60,0.541386604309082,0.0595703125
shallow,fisher,307,2,61,0.6060560941696167,0.0576171875
shallow,fisher,307,2,62,0.5998387336730957,0.076171875
shallow,fisher,307,2,63,0.6254832148551941,0.044921875
shallow,fisher,307,2,64,0.6517170667648315,0.0498046875
shallow,fisher,307,2,65,0.5910744667053223,0.072265625
shallow,fisher,307,2,66,0.6284276843070984,0.056640625
shallow,fisher,307,2,67,0.5866184234619141,0.04296875
shallow,fisher,307,2,68,0.5962380766868591,0.048828125
shallow,fisher,307,2,69,0.61866295337677,0.0498046875
shallow,fisher,307,2,70,0.6066686511039734,0.0556640625
shallow,fisher,307,2,71,0.617434024810791,0.046875
shallow,fisher,307,2,72,0.6234073638916016,0.0615234375
shallow,fisher,307,2,73,0.5971800684928894,0.064453125
shallow,fisher,307,2,74,0.6841761469841003,0.060546875
shallow,fisher,307,2,75,0.6596235632896423,0.0546875
shallow,fisher,307,2,76,0.6415497660636902,0.0498046875
shallow,fisher,307,2,77,0.6257638931274414,0.060546875
shallow,fisher,307,2,78,0.5667113661766052,0.064453125
shallow,fisher,307,2,79,0.6500630378723145,0.0732421875
shallow,fisher,307,2,80,0.5660595893859863,0.052734375
shallow,fisher,307,2,81,0.6391550898551941,0.0478515625
shallow,fisher,307,2,82,0.6125671863555908,0.0478515625
shallow,fisher,307,2,83,0.5117953419685364,0.05859375
shallow,fisher,307,2,84,0.5514895915985107,0.0478515625
shallow,fisher,307,2,85,0.6355668902397156,0.046875
shallow,fisher,307,2,86,0.6285312175750732,0.0556640625
shallow,fisher,307,2,87,0.6599246263504028,0.044921875
shallow,fisher,307,2,88,0.6218364834785461,0.0439453125
shallow,fisher,307,2,89,0.5807926654815674,0.0654296875
shallow,fisher,307,2,90,0.5762966275215149,0.044921875
shallow,fisher,307,2,91,0.5933194160461426,0.0576171875
shallow,fisher,307,2,92,0.63959801197052,0.0615234375
shallow,fisher,307,2,93,0.6874955296516418,0.041015625
shallow,fisher,307,2,94,0.6491698622703552,0.0615234375
shallow,fisher,307,2,95,0.5584803819656372,0.0380859375
shallow,fisher,307,2,96,0.5428773164749146,0.0576171875
shallow,fisher,307,2,97,0.5823303461074829,0.044921875
shallow,fisher,307,2,98,0.6946954131126404,0.056640625
shallow,fisher,307,2,99,0.599126935005188,0.0537109375
shallow,fisher,307,2,100,0.6357406377792358,0.0625
shallow,fisher,307,2,101,0.5624934434890747,0.0546875
shallow,fisher,307,2,102,0.6818354725837708,0.0615234375
shallow,fisher,307,2,103,0.6238507032394409,0.056640625
shallow,fisher,307,2,104,0.6087819337844849,0.064453125
shallow,fisher,307,2,105,0.5713978409767151,0.046875
shallow,fisher,307,2,106,0.536797285079956,0.044921875
shallow,fisher,307,2,107,0.6300714015960693,0.0517578125
shallow,fisher,307,2,108,0.637414276599884,0.0576171875
shallow,fisher,307,2,109,0.6636146903038025,0.060546875
shallow,fisher,307,2,110,0.5255628228187561,0.068359375
shallow,fisher,307,2,111,0.6065444946289062,0.04296875
shallow,fisher,307,2,112,0.721080482006073,0.0556640625
shallow,fisher,307,2,113,0.6968763470649719,0.0498046875
shallow,fisher,307,2,114,0.5661992430686951,0.0498046875
shallow,fisher,307,2,115,0.6001929044723511,0.0556640625
shallow,fisher,307,2,116,0.6081289052963257,0.0498046875
shallow,fisher,307,2,117,0.576327919960022,0.0458984375
shallow,fisher,307,2,118,0.6197639107704163,0.052734375
shallow,fisher,307,2,119,0.5537155866622925,0.0615234375
shallow,fisher,307,2,120,0.6315774321556091,0.0498046875
shallow,fisher,307,2,121,0.5759373307228088,0.05859375
shallow,fisher,307,2,122,0.5836374163627625,0.0634765625
shallow,fisher,307,2,123,0.6134147644042969,0.060546875
shallow,fisher,307,2,124,0.6386758089065552,0.0556640625
shallow,fisher,307,2,125,0.5606906414031982,0.0615234375
shallow,fisher,307,2,126,0.6757052540779114,0.056640625
shallow,fisher,307,2,127,0.6047769784927368,0.0576171875
shallow,fisher,307,2,128,0.6176996827125549,0.0556640625
shallow,fisher,307,2,129,0.5505780577659607,0.056640625
shallow,fisher,307,2,130,0.6093223690986633,0.0595703125
shallow,fisher,307,2,131,0.5658580660820007,0.0546875
shallow,fisher,307,2,132,0.5893577337265015,0.046875
shallow,fisher,307,2,133,0.693760871887207,0.0517578125
shallow,fisher,307,2,134,0.6230226755142212,0.0634765625
shallow,fisher,307,2,135,0.6095453500747681,0.05078125
shallow,fisher,307,2,136,0.5700166821479797,0.052734375
shallow,fisher,307,2,137,0.6399213671684265,0.046875
shallow,fisher,307,2,138,0.5433689951896667,0.05078125
shallow,fisher,307,2,139,0.6188172698020935,0.0517578125
shallow,fisher,307,2,140,0.6421239376068115,0.056640625
shallow,fisher,307,2,141,0.6127909421920776,0.0380859375
shallow,fisher,307,2,142,0.5449464917182922,0.0537109375
shallow,fisher,307,2,143,0.558481752872467,0.0498046875
shallow,fisher,307,2,144,0.5572344064712524,0.0478515625
shallow,fisher,307,2,145,0.5960461497306824,0.0546875
shallow,fisher,307,2,146,0.5319943428039551,0.0556640625
shallow,fisher,307,2,147,0.6558325886726379,0.0458984375
shallow,fisher,307,2,148,0.5728887915611267,0.06640625
shallow,fisher,307,2,149,0.5974592566490173,0.0537109375
shallow,fisher,307,2,150,0.607799768447876,0.060546875
shallow,fisher,307,2,151,0.5988479852676392,0.0576171875
shallow,fisher,307,2,152,0.5712802410125732,0.033203125
shallow,fisher,307,2,153,0.5525230765342712,0.0595703125
shallow,fisher,307,2,154,0.5822250843048096,0.0576171875
shallow,fisher,307,2,155,0.5633637309074402,0.048828125
shallow,fisher,307,2,156,0.5849490761756897,0.044921875
shallow,fisher,307,2,157,0.5682054758071899,0.0556640625
shallow,fisher,307,2,158,0.5920263528823853,0.048828125
shallow,fisher,307,2,159,0.6170114278793335,0.0595703125
shallow,fisher,307,2,160,0.5812850594520569,0.0546875
shallow,fisher,307,2,161,0.549921452999115,0.05859375
shallow,fisher,307,2,162,0.5830588340759277,0.04296875
shallow,fisher,307,2,163,0.5963740348815918,0.05859375
shallow,fisher,307,2,164,0.6105939149856567,0.044921875
shallow,fisher,307,2,165,0.5874422192573547,0.03515625
shallow,fisher,307,2,166,0.5498977303504944,0.064453125
shallow,fisher,307,2,167,0.6368691325187683,0.0654296875
shallow,fisher,307,2,168,0.6764087080955505,0.056640625
shallow,fisher,307,2,169,0.5330011248588562,0.048828125
shallow,fisher,307,2,170,0.640051543712616,0.056640625
shallow,fisher,307,2,171,0.6071109771728516,0.052734375
shallow,fisher,307,2,172,1.773277997970581,0.046875
shallow,fisher,307,2,173,0.6376180052757263,0.0556640625
shallow,fisher,307,2,174,0.5932781100273132,0.064453125
shallow,fisher,307,2,175,0.6521943807601929,0.0693359375
shallow,fisher,307,2,176,0.5564992427825928,0.0546875
shallow,fisher,307,2,177,0.6471049785614014,0.060546875
shallow,fisher,307,2,178,0.6133860349655151,0.0595703125
shallow,fisher,307,2,179,0.6815817952156067,0.0517578125
shallow,fisher,307,2,180,0.6807644963264465,0.0517578125
shallow,fisher,307,2,181,0.5772507190704346,0.0634765625
shallow,fisher,307,2,182,0.5403697490692139,0.0634765625
shallow,fisher,307,2,183,0.6054074764251709,0.048828125
shallow,fisher,307,2,184,0.6240513324737549,0.044921875
shallow,fisher,307,2,185,0.598048985004425,0.0634765625
shallow,fisher,307,2,186,0.6456906795501709,0.0537109375
shallow,fisher,307,2,187,0.5545133352279663,0.0498046875
shallow,fisher,307,2,188,0.5499768853187561,0.0517578125
shallow,fisher,307,2,189,0.5621363520622253,0.0517578125
shallow,fisher,307,2,190,0.5656359195709229,0.0439453125
shallow,fisher,307,2,191,0.6597606539726257,0.0673828125
shallow,fisher,307,2,192,0.5988028049468994,0.05859375
shallow,fisher,307,2,193,0.5838524103164673,0.0654296875
shallow,fisher,307,2,194,0.6198201775550842,0.044921875
shallow,fisher,307,2,195,0.5613884329795837,0.0517578125
shallow,fisher,307,2,196,0.5734387040138245,0.0546875
shallow,fisher,307,2,197,0.5707638263702393,0.046875
shallow,fisher,307,2,198,0.6253798007965088,0.064453125
shallow,fisher,307,2,199,0.6845735907554626,0.0478515625
shallow,fisher,307,2,200,0.5778690576553345,0.0458984375
shallow,fisher,307,2,201,0.5860461592674255,0.0556640625
shallow,fisher,307,2,202,0.5352798700332642,0.048828125
shallow,fisher,307,2,203,0.5822861790657043,0.0498046875
shallow,fisher,307,2,204,0.5734360814094543,0.0498046875
shallow,fisher,307,2,205,0.6314767003059387,0.05859375
shallow,fisher,307,2,206,0.5706135630607605,0.056640625
shallow,fisher,307,2,207,0.5497614741325378,0.0498046875
shallow,fisher,307,2,208,0.5709701180458069,0.0419921875
shallow,fisher,307,2,209,0.5908983945846558,0.0546875
shallow,fisher,307,2,210,0.5739477872848511,0.0458984375
shallow,fisher,307,2,211,0.5837713479995728,0.052734375
shallow,fisher,307,2,212,0.6311343312263489,0.05078125
shallow,fisher,307,2,213,0.575823187828064,0.0537109375
shallow,fisher,307,2,214,0.6319624185562134,0.04296875
shallow,fisher,307,2,215,0.7136550545692444,0.0478515625
shallow,fisher,307,2,216,0.6265079975128174,0.0712890625
shallow,fisher,307,2,217,0.5586287379264832,0.04296875
shallow,fisher,307,2,218,0.5940956473350525,0.0537109375
shallow,fisher,307,2,219,0.5476069450378418,0.056640625
shallow,fisher,307,2,220,0.6187708973884583,0.0703125
shallow,fisher,307,2,221,0.5646034479141235,0.048828125
shallow,fisher,307,2,222,0.5587825775146484,0.0458984375
shallow,fisher,307,2,223,0.5848119258880615,0.0615234375
