architecture,method,seed,unit,eval_family_f1,eval_b2a,eval_awbir,batch_family_f1,batch_b2a,batch_awbir,max_batch_loss,mean_batch_loss,final_batch_benign_fraction,bn_mean_absmax,bn_mean_l2,bn_var_max,bn_var_min,bn_var_l2
deep,fisher,401,4,0.6026027767609637,0.00025,0.03217289659257879,0.5692868801313077,0.00075,0.12483925460197554,0.8378082513809204,0.4332149076271817,0.05678233504295349,1.9789178371429443,8.3695650100708,4.561915397644043,0.009309777989983559,19.743127822875977
deep,fisher,401,5,0.6116233394969037,0.0,0.0495680573426563,0.5988945652683214,0.0,0.04945418096991543,0.9080470204353333,0.43036132659095216,0.05678233504295349,1.7345188856124878,8.34883975982666,4.459721565246582,0.006853158585727215,20.119508743286133
deep,fisher,401,6,0.6371650069593351,0.0,0.038410996099043186,0.5889467958219596,0.0,0.12692045061736118,0.8233135342597961,0.4246177701836088,0.04731861129403114,2.0642850399017334,8.410538673400879,4.932578086853027,0.007996870204806328,20.477903366088867
deep,saber_v2,401,0,0.49103751507231613,0.0015,0.09689111494652007,0.5514613904440127,0.01,0.09010602361186547,,,,1.51461660861969,8.266119956970215,7.860618591308594,0.0017313493881374598,26.525257110595703
deep,saber_v2,401,1,0.6345925276068003,0.00025,0.03717574883018491,0.6021437088536619,0.00025,0.029586366797066256,1.2500413656234741,0.5449697769495595,0.05362776294350624,1.1705740690231323,8.863389015197754,8.901362419128418,0.0020109349861741066,27.354211807250977
deep,saber_v2,401,2,0.42960357075664296,0.39725,0.11048790965114756,0.5761950983161888,0.0,0.05975997767749842,0.9531531929969788,0.4737568889481138,0.05362776294350624,1.293057918548584,8.65247631072998,9.780230522155762,0.013353937305510044,27.829423904418945
deep,saber_v2,401,3,0.596761887785386,0.00025,0.03936064245904036,0.5819045766178328,0.001,0.046778330774757584,0.8877277374267578,0.4605171464353919,0.06624605506658554,1.3361207246780396,8.739396095275879,9.406031608581543,0.0019095548195764422,28.005617141723633
deep,saber_v2,401,4,0.572487570848951,0.00025,0.03468851524988179,0.563902943279172,0.001,0.10870649698193571,0.8933998942375183,0.45052905018586087,0.05678233504295349,1.385772466659546,8.745377540588379,9.966002464294434,0.0033686531241983175,28.08720588684082
deep,saber_v2,401,5,0.5779311685467792,0.00075,0.06689363760764636,0.5900038205399617,0.001,0.04440452313196167,0.8583447337150574,0.44582489477210785,0.05678233504295349,1.463606357574463,8.89946460723877,11.662446975708008,0.0015207005199044943,29.147907257080078
deep,saber_v2,401,6,0.5960357825630068,0.0,0.08526186104552001,0.5664155493960505,0.0,0.08766083223005976,0.9739053249359131,0.4431112888324783,0.04731861129403114,1.4507167339324951,8.910588264465332,11.725090026855469,0.004761050455272198,30.489933013916016
shallow,fisher,101,0,0.5114794765612651,0.628,0.13486013260172358,0.4981680707754099,0.36925,0.21002700658926815,,,,0.6532439589500427,2.1173317432403564,0.3842179477214813,2.1853213183931075e-05,1.2900645732879639
shallow,fisher,101,1,0.6158801631961194,0.027,0.08993963014602924,0.6441826200838991,0.02075,0.07530564484912411,1.0729166269302368,0.7129632417424266,0.06309148669242859,0.6608313322067261,2.1572673320770264,0.3716753125190735,4.1205694287782535e-05,1.2548621892929077
shallow,fisher,101,2,0.6051324154619677,0.002,0.12130163220378712,0.6361218510703612,0.0035,0.09084022814907645,1.0573025941848755,0.609460610317519,0.041009463369846344,0.6688001751899719,2.1627471446990967,0.38617074489593506,3.295250644441694e-05,1.2776845693588257
shallow,fisher,101,3,0.6573344905689376,0.003,0.09547176857421817,0.6525451733709202,0.00175,0.08226753673420388,0.9163634777069092,0.5776820176863575,0.037854891270399094,0.6727803349494934,2.1657538414001465,0.3853664696216583,2.429256164759863e-05,1.2954288721084595
shallow,fisher,101,4,0.6160118557767498,0.00125,0.1100797787424411,0.659153058996761,0.002,0.08821434526584758,0.8147115707397461,0.5677455541384647,0.022082019597291946,0.6800638437271118,2.1753880977630615,0.3726828396320343,0.00011356515460647643,1.2374365329742432
shallow,fisher,101,5,0.5875724369234052,0.002,0.10859062175094378,0.6416426486916714,0.0015,0.09004288940657561,0.8124343156814575,0.5525398611784931,0.05047318711876869,0.677281379699707,2.184493064880371,0.38783323764801025,3.519995880196802e-05,1.2932299375534058
shallow,fisher,101,6,0.5716944630414837,0.00275,0.10759353040182466,0.6157095455016611,0.00125,0.09098546922145943,0.7690086364746094,0.545886338232048,0.037854891270399094,0.6780204772949219,2.1835038661956787,0.4042496979236603,3.744452988030389e-05,1.3383151292800903
shallow,fisher,101,7,0.6255504125707709,0.0005,0.11391609248442143,0.6528314608330618,0.0005,0.09450005115840555,0.803662896156311,0.5412761242503664,0.06309148669242859,0.679987370967865,2.18414568901062,0.40787217020988464,3.0985473131295294e-05,1.3404152393341064
shallow,fisher,101,8,0.6349929852444574,0.00125,0.11186227405729783,0.6508122489564896,0.00125,0.09529358155584575,0.677282989025116,0.5400093590833276,0.05362776294350624,0.6797371506690979,2.17798113822937,0.40500783920288086,2.8942196877324022e-05,1.340537428855896
shallow,saber_v2,101,0,0.46411956626980516,0.89725,0.11000644070767861,0.4777388885473631,0.72475,0.11584634224884653,,,,0.6532439589500427,2.11625599861145,0.3842179477214813,2.1853213183931075e-05,1.2967572212219238
shallow,saber_v2,101,1,0.5729380799487492,0.01025,0.10942529549074598,0.6525441300207445,0.01925,0.0870602965834426,1.1335813999176025,0.6884857162061441,0.06309148669242859,0.6583322882652283,2.144157886505127,0.37556982040405273,3.582752469810657e-05,1.2692643404006958
shallow,saber_v2,101,2,0.5997095276120884,0.0045,0.11061921518247211,0.6630625753715944,0.00475,0.08299097669893002,1.1431372165679932,0.5999102644711377,0.041009463369846344,0.6751330494880676,2.1565940380096436,0.39152243733406067,1.4811479559284635e-05,1.2975733280181885
shallow,saber_v2,101,3,0.6164328994402549,0.004,0.09641372363009806,0.6686796102942351,0.00275,0.07792051529578405,0.9511720538139343,0.5702492142341051,0.037854891270399094,0.6816684603691101,2.155892848968506,0.387966513633728,4.7364992497023195e-05,1.3020423650741577
shallow,saber_v2,101,4,0.6143912202764573,0.002,0.11016778330784886,0.6597963955960642,0.00125,0.080124190300319,0.7858472466468811,0.5589009186186163,0.022082019597291946,0.678031861782074,2.162538766860962,0.37043991684913635,0.00012849480845034122,1.238336205482483
shallow,saber_v2,101,5,0.5870692938106701,0.003,0.10946535160647493,0.6637571906905521,0.0015,0.08213756916818749,0.8235679268836975,0.5504123313255994,0.05047318711876869,0.6820032596588135,2.1637463569641113,0.38335320353507996,3.57488461304456e-05,1.2844802141189575
shallow,saber_v2,101,6,0.5511743781494642,0.001,0.12047106508414147,0.6281627244568327,0.00125,0.08766275034447203,0.8131048083305359,0.5416473031518944,0.037854891270399094,0.679389476776123,2.175302028656006,0.4007776975631714,5.26497169630602e-05,1.3311011791229248
shallow,saber_v2,101,7,0.5814143248464062,0.00025,0.1211895966819189,0.648336507526886,0.00075,0.09562348774624584,0.6840336322784424,0.5349166604627176,0.06309148669242859,0.6849691271781921,2.1815006732940674,0.3994881808757782,4.4364020141074434e-05,1.3288381099700928
shallow,saber_v2,101,8,0.5923101350855746,0.00125,0.11048087352744333,0.6893685511254477,0.00125,0.07903025179322279,0.6668574213981628,0.5361271416286073,0.05362776294350624,0.6877362132072449,2.176070213317871,0.39817821979522705,3.41018385370262e-05,1.3275922536849976
