method,regime,seed,epoch,eval_b2a,eval_family_f1,eval_fine_f1,eval_a2b,eval_awbir,eval_hsr,eval_ece,batch_b2a,batch_family_f1
saber_v2,full_ce,211,3,0.00225,0.5440345653498777,0.47696177372082466,0.04600936297644093,0.19654378166991493,0.17956757546429028,0.23913342081285413,0.00125,0.5986888758840017
saber_v2,full_ce,211,4,0.23225,0.48675580807211677,0.4266677133584147,0.035139591743901744,0.16957511461342478,0.2185661328317598,0.17522187289063987,0.00125,0.6523086516481089
saber_v2,full_ce,211,5,0.002,0.5605461284531366,0.4956569542161204,0.055988324709539246,0.08964570955028076,0.19259144281514215,0.24196350398493732,0.001,0.606909627512415
saber_v2,full_ce,211,6,0.0085,0.6229616648163219,0.5433506958000347,0.04202915031936468,0.06478453720916277,0.1729844232209054,0.1937692967741702,0.001,0.6520645227869583
saber_v2,full_ce,307,1,0.0005,0.5411331820116644,0.4761387196680455,0.053742347567331934,0.15712403857991541,0.18764449151768595,0.20671237476559834,0.00025,0.6245145478550042
saber_v2,full_ce,307,2,0.002,0.6555319832567137,0.5635233486081008,0.04627471048691268,0.03784040713213834,0.17033655338653422,0.1994235125523605,0.0015,0.6526296293161974
saber_v2,full_ce,307,3,0.0005,0.592321724204282,0.5040968687553327,0.05309793218475768,0.07262390332350377,0.1817899600080349,0.21977870411700876,0.0005,0.6501780890580157
saber_v2,full_ce,307,4,0.00075,0.5966969786021787,0.5029135185001032,0.05567559371505468,0.08229059372223498,0.1819871806577674,0.23407159358795013,0.0005,0.6448250278754943
saber_v2,full_ce,307,5,0.001,0.5980917495052565,0.5094239009767234,0.05677489054415193,0.07009027586875385,0.1787312138200544,0.21449586951510116,0.0015,0.6521246360160461
saber_v2,full_ce,307,6,0.00075,0.5650355710263635,0.46953101703596495,0.06016754799946931,0.09758813048391142,0.19311371231350777,0.2583599802675901,0.001,0.6128182733985091
saber_v2,full_ce,401,1,0.001,0.5912751774846879,0.5104125481233731,0.055542919959818804,0.059502441340409905,0.18317415679041654,0.21875182062135123,0.00175,0.6365920274962746
saber_v2,full_ce,401,2,0.00025,0.567662904334015,0.4925529966184725,0.05541972290138549,0.0822130398938688,0.18338416026003906,0.22101249876983756,0.00125,0.6333921203164353
saber_v2,full_ce,401,3,0.00075,0.5519478445618212,0.4829659306694014,0.0553154792365573,0.09153349166086874,0.18311572104234766,0.24511246391778804,0.00125,0.6176086950387054
saber_v2,full_ce,401,4,0.0115,0.5831377429433398,0.4919265293871562,0.049563124277401865,0.08640588699728456,0.18759153412099852,0.19094628976566852,0.0,0.6412799062104758
saber_v2,full_ce,401,5,0.001,0.6102228279871995,0.5107872126419961,0.06198707378556131,0.07493548998710399,0.18852650609010063,0.25202532444145737,0.00125,0.653646754137726
saber_v2,full_ce,401,6,0.00025,0.5910704205200584,0.5043423720415805,0.062167131024809995,0.09731230604398514,0.18563211044356384,0.22909867083471758,0.001,0.6325921020254959
saber_v2,full_ce,503,1,0.0005,0.5630534678591684,0.4646820239970216,0.053022118610337184,0.08156203744467808,0.19090228447252605,0.21992600159786968,0.00025,0.6059369609004164
saber_v2,full_ce,503,2,0.00075,0.5697282270686701,0.5114929212229695,0.05713500502264931,0.08054473828836488,0.18571793794854002,0.21609466677396147,0.0005,0.6337607191046308
saber_v2,full_ce,503,3,0.001,0.557706596997768,0.4972317688137788,0.058196395064536305,0.07688554434974064,0.18542758532532277,0.22516086371403024,0.0005,0.6165602040577757
saber_v2,full_ce,503,4,0.00075,0.6000944723638865,0.5168201995889421,0.055362862720570116,0.07503476626684319,0.1789083471813882,0.1981536776630417,0.001,0.652939997116771
saber_v2,full_ce,503,5,0.00075,0.5767150499842104,0.49358225331405475,0.053126362275165366,0.1311153216166484,0.18124577710414347,0.23066010635536435,0.0005,0.6346202084205069
saber_v2,full_ce,503,6,0.00125,0.5551135567543876,0.492896790286537,0.05329694281761149,0.09864047893226238,0.18497105604353464,0.22633601627421815,0.001,0.6108946845152867
