tag,architecture,unit,eval_b2a,batch_b2a,eval_family_f1,eval_awbir,is_collapse,bn_var_max
subset_fixed_307/order_3,shallow,4,0.00225,0.001,0.5911462035754556,0.10608266927141903,False,0.4777517020702362
subset_fixed_307/order_3,shallow,5,0.00125,0.00125,0.6204880727105329,0.10632705863540858,False,0.3824279010295868
subset_fixed_307/order_3,shallow,6,0.00075,0.00125,0.6573465466439417,0.09960648985967369,False,0.40788713097572327
subset_fixed_307/order_3,shallow,7,0.00025,0.0005,0.6289673051293726,0.10342955455871373,False,0.3635312020778656
subset_fixed_307/order_3,shallow,8,0.322,0.00075,0.5712127659660999,0.11475990768609641,True,0.765565037727356
order_fixed_307/subset_11,shallow,1,0.0235,0.0285,0.6449387450144197,0.10137107968137367,False,0.404715895652771
order_fixed_307/subset_11,shallow,2,0.005,0.00225,0.5884680390999342,0.09837800200878247,False,0.381681889295578
order_fixed_307/subset_11,shallow,3,0.0055,0.0015,0.6307664283884493,0.11688515579868208,False,0.4472297728061676
order_fixed_307/subset_11,shallow,4,0.0025,0.00175,0.6376290869898475,0.11852465130473043,False,0.4033021926879883
order_fixed_307/subset_11,shallow,5,0.0025,0.0015,0.6006886458021132,0.11428593929632065,False,0.4356808662414551
order_fixed_307/subset_11,shallow,6,0.0015,0.00075,0.6304468992398554,0.11370201888768945,False,0.41053542494773865
order_fixed_307/subset_11,shallow,7,0.00225,0.0015,0.6035695588182631,0.10812401971133458,False,0.39156976342201233
order_fixed_307/subset_11,shallow,8,0.003,0.00225,0.5962809001072329,0.12006214467101693,False,0.3943956792354584
order_fixed_307/subset_12,shallow,1,0.048,0.02975,0.6454399925286816,0.104962687609265,False,0.39013928174972534
order_fixed_307/subset_12,shallow,2,0.00075,0.00575,0.6014435687921295,0.10482355858659155,False,0.41805851459503174
order_fixed_307/subset_12,shallow,3,0.0015,0.001,0.6524465790500761,0.10086296261883286,False,0.3763723373413086
order_fixed_307/subset_12,shallow,4,0.00125,0.00175,0.5923996636740929,0.11142554724654286,False,0.3877510130405426
order_fixed_307/subset_12,shallow,5,0.00075,0.00225,0.569908862020416,0.10764833027634031,False,0.38554495573043823
order_fixed_307/subset_12,shallow,6,0.002,0.0015,0.6446846968171046,0.1024592313766379,False,0.39163702726364136
order_fixed_307/subset_12,shallow,7,0.00175,0.001,0.6083460500843344,0.10743697497498023,False,0.3984230160713196
order_fixed_307/subset_12,shallow,8,0.00125,0.00075,0.6047443333182865,0.11193823985848884,False,0.41776666045188904
order_fixed_307/subset_13,shallow,1,0.013,0.04475,0.618413178298206,0.1181178854611415,False,0.3686580955982208
order_fixed_307/subset_13,shallow,2,0.00075,0.004,0.6008549250877802,0.09846829202612013,False,0.3638973534107208
order_fixed_307/subset_13,shallow,3,0.00375,0.0035,0.6427528321794707,0.09561836424181673,False,0.48235639929771423
order_fixed_307/subset_13,shallow,4,0.002,0.00125,0.5731687254093906,0.10848518595550861,False,0.4521234631538391
order_fixed_307/subset_13,shallow,5,0.00175,0.00375,0.6178905962195642,0.10036627926297022,False,0.38582858443260193
order_fixed_307/subset_13,shallow,6,0.00075,0.00125,0.6337193958374725,0.10930033750300869,False,0.40090447664260864
order_fixed_307/subset_13,shallow,7,0.002,0.0045,0.5787674812589758,0.11496896122098076,False,0.4043589234352112
order_fixed_307/subset_13,shallow,8,0.0015,0.002,0.5823254705009433,0.11791400231661565,False,0.4004320204257965
