group_id,module_path,layer_index,channel_index,out_channels,in_channels,kernel_size,parameter_cost,flops_cost,batchnorm_path,downstream_path,downstream_kind,random,magnitude,taylor,fisher,bn_gamma
conv.3:out:69,conv.3,1,69,128,64,3,229,15812.0,conv.5,head,linear_in,0.34686980453483707,13.82274316251278,1.0755293923430145,0.015264551217114786,1.8929314613342285
conv.3:out:70,conv.3,1,70,128,64,3,229,15812.0,conv.5,head,linear_in,0.5909154914814168,14.158407386392355,0.056824434532518356,0.00011425361269405965,2.0282278060913086
conv.3:out:71,conv.3,1,71,128,64,3,229,15812.0,conv.5,head,linear_in,0.022803871029697498,15.382394548505545,0.5025938018603483,0.00434521988895753,2.289577007293701
conv.3:out:72,conv.3,1,72,128,64,3,229,15812.0,conv.5,head,linear_in,0.9585592132414453,12.978085208684206,0.16420930581734866,0.000473928011372049,2.223071336746216
conv.3:out:73,conv.3,1,73,128,64,3,229,15812.0,conv.5,head,linear_in,0.48230343694290023,13.233713269233704,2.354303406365216,0.08010556166263996,1.826159119606018
conv.3:out:74,conv.3,1,74,128,64,3,229,15812.0,conv.5,head,linear_in,0.7827352272502862,14.539448882453144,0.5913963819679339,0.009532536220956445,2.3664257526397705
conv.3:out:75,conv.3,1,75,128,64,3,229,15812.0,conv.5,head,linear_in,0.08272999992243857,13.086151886731386,0.49879128830507397,0.0034927989552670626,1.9739925861358643
conv.3:out:76,conv.3,1,76,128,64,3,229,15812.0,conv.5,head,linear_in,0.48665833083816035,13.163086455315351,0.3209908628254198,0.001664484582465775,2.034945487976074
conv.3:out:77,conv.3,1,77,128,64,3,229,15812.0,conv.5,head,linear_in,0.4907069943545209,14.785056501626968,1.5948640876449645,0.0399481316911988,2.301480293273926
conv.3:out:78,conv.3,1,78,128,64,3,229,15812.0,conv.5,head,linear_in,0.9378264549749828,15.319593377411366,0.8292073504067957,0.009504491888219491,1.9049910306930542
conv.3:out:79,conv.3,1,79,128,64,3,229,15812.0,conv.5,head,linear_in,0.5717280523760754,12.995186038315296,0.8507197390310466,0.011539670045021922,2.405470371246338
conv.3:out:80,conv.3,1,80,128,64,3,229,15812.0,conv.5,head,linear_in,0.4734894010569538,13.768402813002467,3.0144393258728086,0.1378008879662957,2.1581339836120605
conv.3:out:81,conv.3,1,81,128,64,3,229,15812.0,conv.5,head,linear_in,0.2669756630918936,13.65193173661828,0.6499580157105811,0.006299533005449121,2.2882046699523926
conv.3:out:82,conv.3,1,82,128,64,3,229,15812.0,conv.5,head,linear_in,0.3315689973425522,12.83061496913433,0.25958147677592935,0.0008261957407739828,2.2927803993225098
conv.3:out:83,conv.3,1,83,128,64,3,229,15812.0,conv.5,head,linear_in,0.5206724024715378,14.516490556299686,0.8737541484646499,0.009939863119507208,1.9743027687072754
conv.3:out:84,conv.3,1,84,128,64,3,229,15812.0,conv.5,head,linear_in,0.4389114603050467,14.734436601400375,4.324016853421926,0.3306160246022046,2.0113611221313477
conv.3:out:85,conv.3,1,85,128,64,3,229,15812.0,conv.5,head,linear_in,0.021612079880330426,12.992895364761353,1.6147642886266111,0.04026775418315083,2.4581851959228516
conv.3:out:86,conv.3,1,86,128,64,3,229,15812.0,conv.5,head,linear_in,0.8262919241943578,12.426790468394756,0.6050267547369004,0.005737681342725409,2.079733371734619
conv.3:out:87,conv.3,1,87,128,64,3,229,15812.0,conv.5,head,linear_in,0.8961607718397667,13.617796301841736,1.5337602563202382,0.031212782106013037,2.250239610671997
