arch,dose,class,mean_recall_loss,affected_frequency
cnn1d,0.2,DDoS-SYN_Flood,0.16346985499872807,0.0
cnn1d,0.2,DDoS-SlowLoris,0.02134319863403531,0.0
cnn1d,0.2,DDoS-SynonymousIP_Flood,-0.14428794992175273,0.0
cnn1d,0.2,DDoS-TCP_Flood,-0.12848322460391426,0.2
cnn1d,0.2,DDoS-UDP_Flood,0.11210479770064115,0.4
cnn1d,0.2,DDoS-UDP_Fragmentation,0.0009305439330544285,0.0
cnn1d,0.2,DNS_Spoofing,0.04423099001186328,0.2
cnn1d,0.2,DictionaryBruteForce,0.02316326530612244,0.0
cnn1d,0.2,DoS-HTTP_Flood,0.014417607012962819,0.0
cnn1d,0.2,DoS-SYN_Flood,-0.01265110270370029,0.0
cnn1d,0.2,DoS-TCP_Flood,0.14614473400818437,0.6
cnn1d,0.2,DoS-UDP_Flood,-0.06348395194549042,0.0
cnn1d,0.2,MITM-ArpSpoofing,0.001164271420774962,0.0
cnn1d,0.2,Mirai-greeth_flood,-0.008487523340689185,0.0
cnn1d,0.2,Mirai-greip_flood,0.008899851331260967,0.0
cnn1d,0.2,Mirai-udpplain,0.0002841302841302573,0.0
cnn1d,0.2,Recon-HostDiscovery,-0.01549675486769846,0.0
cnn1d,0.2,Recon-OSScan,0.03853540587219344,0.0
cnn1d,0.2,Recon-PingSweep,0.0017647058823529412,0.0
cnn1d,0.2,Recon-PortScan,0.00436985959956801,0.0
cnn1d,0.2,SqlInjection,0.04421855146124524,0.0
cnn1d,0.2,Uploading_Attack,0.019148936170212766,0.0
cnn1d,0.2,VulnerabilityScan,-0.015880976262119685,0.0
cnn1d,0.2,XSS,0.013518197573656845,0.0
cnn1d,0.5,Backdoor_Malware,0.013664596273291927,0.0
cnn1d,0.5,BenignTraffic,0.08857419591863999,0.6
cnn1d,0.5,BrowserHijacking,0.0013808975834292282,0.0
cnn1d,0.5,CommandInjection,0.039060568603213844,0.0
cnn1d,0.5,DDoS-ACK_Fragmentation,-0.022329252792828914,0.0
cnn1d,0.5,DDoS-HTTP_Flood,0.08937253993980086,0.2
cnn1d,0.5,DDoS-ICMP_Flood,0.00017258382642992842,0.0
cnn1d,0.5,DDoS-ICMP_Fragmentation,0.0015036086607858935,0.0
cnn1d,0.5,DDoS-PSHACK_Flood,-0.0001967281010561095,0.0
cnn1d,0.5,DDoS-RSTFINFlood,0.00024971758130687416,0.0
cnn1d,0.5,DDoS-SYN_Flood,0.2385143729330959,0.2
cnn1d,0.5,DDoS-SlowLoris,0.012521343198634027,0.0
cnn1d,0.5,DDoS-SynonymousIP_Flood,0.03745435576421492,0.2
cnn1d,0.5,DDoS-TCP_Flood,0.016519105312208758,0.4
cnn1d,0.5,DDoS-UDP_Flood,0.15975016581914656,0.4
cnn1d,0.5,DDoS-UDP_Fragmentation,0.005422594142259429,0.0
cnn1d,0.5,DNS_Spoofing,0.024254716620106365,0.4
cnn1d,0.5,DictionaryBruteForce,0.04408163265306122,0.2
cnn1d,0.5,DoS-HTTP_Flood,0.0868973235102117,0.6
cnn1d,0.5,DoS-SYN_Flood,-0.02449940020300821,0.0
cnn1d,0.5,DoS-TCP_Flood,0.016390264914925685,0.2
cnn1d,0.5,DoS-UDP_Flood,-0.04600143446297291,0.2
cnn1d,0.5,MITM-ArpSpoofing,0.00697835182826996,0.0
cnn1d,0.5,Mirai-greeth_flood,-0.0003802410456628769,0.0
cnn1d,0.5,Mirai-greip_flood,0.09550614947965941,0.2
cnn1d,0.5,Mirai-udpplain,0.19869022869022868,0.2
cnn1d,0.5,Recon-HostDiscovery,-0.05861208187718421,0.2
cnn1d,0.5,Recon-OSScan,0.060255613126079445,0.4
cnn1d,0.5,Recon-PingSweep,0.0017647058823529412,0.0
cnn1d,0.5,Recon-PortScan,0.12210683725180693,0.6
cnn1d,0.5,SqlInjection,0.04625158831003812,0.0
cnn1d,0.5,Uploading_Attack,0.019148936170212766,0.0
cnn1d,0.5,VulnerabilityScan,0.0713874958207957,0.6
cnn1d,0.5,XSS,0.014558058925476602,0.0
cnn1d,0.8,Backdoor_Malware,0.013664596273291927,0.0
cnn1d,0.8,BenignTraffic,0.27712501252463173,0.6
cnn1d,0.8,BrowserHijacking,0.004142692750287688,0.0
cnn1d,0.8,CommandInjection,0.050679851668726815,0.0
cnn1d,0.8,DDoS-ACK_Fragmentation,0.3215532811559302,0.4
cnn1d,0.8,DDoS-HTTP_Flood,0.3834220884463996,0.6
cnn1d,0.8,DDoS-ICMP_Flood,0.19023668639053248,0.2
cnn1d,0.8,DDoS-ICMP_Fragmentation,0.37078989574979954,0.6
cnn1d,0.8,DDoS-PSHACK_Flood,0.4050113895216401,0.4
cnn1d,0.8,DDoS-RSTFINFlood,0.0012961531601165311,0.0
cnn1d,0.8,DDoS-SYN_Flood,0.11400661409310608,0.2
cnn1d,0.8,DDoS-SlowLoris,0.5058053500284576,0.8
cnn1d,0.8,DDoS-SynonymousIP_Flood,0.2365269808149307,0.6
cnn1d,0.8,DDoS-TCP_Flood,0.15089701770736258,0.6
cnn1d,0.8,DDoS-UDP_Flood,0.2755914216228167,0.6
cnn1d,0.8,DDoS-UDP_Fragmentation,0.26707280334728034,0.4
cnn1d,0.8,DNS_Spoofing,0.29889403390608854,0.8
cnn1d,0.8,DictionaryBruteForce,0.1286734693877551,0.4
cnn1d,0.8,DoS-HTTP_Flood,0.7324069756597967,1.0
cnn1d,0.8,DoS-SYN_Flood,0.0009227646027498259,0.6
cnn1d,0.8,DoS-TCP_Flood,0.4076136118888649,0.8
cnn1d,0.8,DoS-UDP_Flood,0.38363815671507984,0.6
cnn1d,0.8,MITM-ArpSpoofing,0.08894305985082772,0.4
cnn1d,0.8,Mirai-greeth_flood,0.18892547954506875,0.2
cnn1d,0.8,Mirai-greip_flood,0.8145830517637519,1.0
cnn1d,0.8,Mirai-udpplain,0.2827373527373527,0.4
cnn1d,0.8,Recon-HostDiscovery,0.38983524712930606,1.0
cnn1d,0.8,Recon-OSScan,0.10136096718480139,0.8
cnn1d,0.8,Recon-PingSweep,0.0017647058823529412,0.0
cnn1d,0.8,Recon-PortScan,0.170673755919249,0.8
cnn1d,0.8,SqlInjection,0.052604828462515886,0.0
cnn1d,0.8,Uploading_Attack,0.019148936170212766,0.0
cnn1d,0.8,VulnerabilityScan,0.3352524239384821,0.8
cnn1d,0.8,XSS,0.015944540727902946,0.0
cnn1d,0.9,Backdoor_Malware,0.014078674948240166,0.0
cnn1d,0.9,BenignTraffic,0.4897965999799606,0.8
cnn1d,0.9,BrowserHijacking,0.011047180667433832,0.0
cnn1d,0.9,CommandInjection,0.0511742892459827,0.0
cnn1d,0.9,DDoS-ACK_Fragmentation,0.5549267509532411,0.6
cnn1d,0.9,DDoS-HTTP_Flood,0.6410743227598981,1.0
cnn1d,0.9,DDoS-ICMP_Flood,0.7951799802761341,0.8
cnn1d,0.9,DDoS-ICMP_Fragmentation,0.8568230419673885,1.0
cnn1d,0.9,DDoS-PSHACK_Flood,0.5364154069165459,0.6
cnn1d,0.9,DDoS-RSTFINFlood,0.6698139009453594,0.8
cnn1d,0.9,DDoS-SYN_Flood,0.33064360213686084,0.2
cnn1d,0.9,DDoS-SlowLoris,0.6676152532726238,0.8
cnn1d,0.9,DDoS-SynonymousIP_Flood,0.4826175157943545,0.8
cnn1d,0.9,DDoS-TCP_Flood,0.380836439888164,0.8
cnn1d,0.9,DDoS-UDP_Flood,0.727371213796153,1.0
cnn1d,0.9,DDoS-UDP_Fragmentation,0.7302962343096235,0.8
cnn1d,0.9,DNS_Spoofing,0.3762427767785389,0.8
cnn1d,0.9,DictionaryBruteForce,0.3509183673469388,1.0
cnn1d,0.9,DoS-HTTP_Flood,0.5629021728993753,0.8
cnn1d,0.9,DoS-SYN_Flood,0.10558272584663655,0.8
cnn1d,0.9,DoS-TCP_Flood,0.6208485892741762,1.0
cnn1d,0.9,DoS-UDP_Flood,0.49688004303388916,0.8
cnn1d,0.9,MITM-ArpSpoofing,0.03104966345279243,0.4
cnn1d,0.9,Mirai-greeth_flood,0.970443048718384,1.0
cnn1d,0.9,Mirai-greip_flood,0.6991552912555751,0.8
cnn1d,0.9,Mirai-udpplain,0.9881704781704782,1.0
cnn1d,0.9,Recon-HostDiscovery,0.5513130304543186,0.8
cnn1d,0.9,Recon-OSScan,0.1395233160621762,0.8
cnn1d,0.9,Recon-PingSweep,0.0017647058823529412,0.0
cnn1d,0.9,Recon-PortScan,0.2103846473373764,1.0
cnn1d,0.9,SqlInjection,0.052604828462515886,0.0
cnn1d,0.9,Uploading_Attack,0.013829787234042554,0.0
cnn1d,0.9,VulnerabilityScan,0.6614510197258442,1.0
cnn1d,0.9,XSS,0.015944540727902946,0.0
cnn1d,0.95,Backdoor_Malware,0.014078674948240166,0.0
cnn1d,0.95,BenignTraffic,0.695394275408303,1.0
cnn1d,0.95,BrowserHijacking,0.011047180667433832,0.0
cnn1d,0.95,CommandInjection,0.0511742892459827,0.0
cnn1d,0.95,DDoS-ACK_Fragmentation,0.707251321158606,0.8
cnn1d,0.95,DDoS-HTTP_Flood,0.8105579995369299,1.0
cnn1d,0.95,DDoS-ICMP_Flood,0.9979166666666666,1.0
cnn1d,0.95,DDoS-ICMP_Fragmentation,0.9695001336541033,1.0
cnn1d,0.95,DDoS-PSHACK_Flood,0.4003209774280389,0.4
cnn1d,0.95,DDoS-RSTFINFlood,0.799345977763244,0.8
cnn1d,0.95,DDoS-SYN_Flood,0.33064360213686084,0.2
cnn1d,0.95,DDoS-SlowLoris,0.9397837222538417,1.0
cnn1d,0.95,DDoS-SynonymousIP_Flood,0.43741957920361674,0.8
cnn1d,0.95,DDoS-TCP_Flood,0.4830149114631873,1.0
cnn1d,0.95,DDoS-UDP_Flood,0.5302122485076277,0.8
cnn1d,0.95,DDoS-UDP_Fragmentation,0.9901188284518829,1.0
cnn1d,0.95,DNS_Spoofing,0.5657494929394206,1.0
cnn1d,0.95,DictionaryBruteForce,0.3961224489795918,1.0
cnn1d,0.95,DoS-HTTP_Flood,0.8547980975473282,1.0
cnn1d,0.95,DoS-SYN_Flood,0.19167666328319646,1.0
cnn1d,0.95,DoS-TCP_Flood,0.6597243161748869,1.0
cnn1d,0.95,DoS-UDP_Flood,0.6807961269499732,1.0
cnn1d,0.95,MITM-ArpSpoofing,0.10609423321811898,0.6
cnn1d,0.95,Mirai-greeth_flood,0.9746257002206755,1.0
cnn1d,0.95,Mirai-greip_flood,0.7818083524800649,0.8
cnn1d,0.95,Mirai-udpplain,0.8829868329868329,1.0
cnn1d,0.95,Recon-HostDiscovery,0.721128307538692,1.0
cnn1d,0.95,Recon-OSScan,0.1386113989637306,0.8
cnn1d,0.95,Recon-PingSweep,0.0017647058823529412,0.0
cnn1d,0.95,Recon-PortScan,0.21031818559441723,1.0
cnn1d,0.95,SqlInjection,0.052604828462515886,0.0
cnn1d,0.95,Uploading_Attack,0.019148936170212766,0.0
cnn1d,0.95,VulnerabilityScan,0.6641792042795052,1.0
cnn1d,0.95,XSS,0.015944540727902946,0.0
mlp,0.8,Backdoor_Malware,0.024844720496894408,0.0
mlp,0.8,BenignTraffic,-0.007675094352226064,0.0
mlp,0.8,BrowserHijacking,0.0013808975834292297,0.0
mlp,0.8,CommandInjection,0.009641532756489494,0.0
mlp,0.8,DDoS-ACK_Fragmentation,-0.018355742859054103,0.0
mlp,0.8,DDoS-HTTP_Flood,-0.010141236397314212,0.0
mlp,0.8,DDoS-ICMP_Flood,6.163708086783792e-05,0.0
mlp,0.8,DDoS-ICMP_Fragmentation,-0.0002606255012028713,0.0
mlp,0.8,DDoS-PSHACK_Flood,0.12068751294263821,0.0
mlp,0.8,DDoS-RSTFINFlood,7.134788037339579e-05,0.0
mlp,0.8,DDoS-SYN_Flood,0.04443653014500127,0.0
mlp,0.8,DDoS-SlowLoris,0.0011952191235060194,0.0
mlp,0.8,DDoS-SynonymousIP_Flood,-0.17598098881353968,0.0
mlp,0.8,DDoS-TCP_Flood,0.0005824790307548677,0.0
mlp,0.8,DDoS-UDP_Flood,0.036579703736458094,0.0
mlp,0.8,DDoS-UDP_Fragmentation,-0.0003481171548117334,0.0
mlp,0.8,DNS_Spoofing,-0.027698901687650702,0.0
mlp,0.8,DictionaryBruteForce,-0.0008163265306122214,0.0
mlp,0.8,DoS-HTTP_Flood,0.021113494357922223,0.0
mlp,0.8,DoS-SYN_Flood,0.06439974162591125,0.0
mlp,0.8,DoS-TCP_Flood,-0.03492354081412881,0.0
mlp,0.8,DoS-UDP_Flood,-0.028348574502420676,0.0
mlp,0.8,MITM-ArpSpoofing,0.013440058213571037,0.0
mlp,0.8,Mirai-greeth_flood,-0.0011135630622983949,0.0
mlp,0.8,Mirai-greip_flood,0.003804568184889834,0.0
mlp,0.8,Mirai-udpplain,6.237006237006515e-05,0.0
mlp,0.8,Recon-HostDiscovery,0.013130304543185266,0.0
mlp,0.8,Recon-OSScan,0.006355785837651123,0.0
mlp,0.8,Recon-PingSweep,0.0035294117647058825,0.0
mlp,0.8,Recon-PortScan,0.01246157680485171,0.0
mlp,0.8,SqlInjection,-0.0033036848792884375,0.0
mlp,0.8,Uploading_Attack,-0.006382978723404256,0.0
mlp,0.8,VulnerabilityScan,-0.008712805081912389,0.0
mlp,0.8,XSS,0.025996533795493937,0.0
mlp,0.9,Backdoor_Malware,0.03022774327122153,0.0
mlp,0.9,BenignTraffic,-0.013907351123876976,0.0
mlp,0.9,BrowserHijacking,0.005063291139240507,0.0
mlp,0.9,CommandInjection,0.0024721878862793588,0.0
mlp,0.9,DDoS-ACK_Fragmentation,-0.04581577363034317,0.2
mlp,0.9,DDoS-HTTP_Flood,-0.004630701551285044,0.0
mlp,0.9,DDoS-ICMP_Flood,0.0001972386587770991,0.0
mlp,0.9,DDoS-ICMP_Fragmentation,-0.00025394279604384895,0.0
mlp,0.9,DDoS-PSHACK_Flood,0.0326672188858977,0.0
mlp,0.9,DDoS-RSTFINFlood,0.03669659313871219,0.2
mlp,0.9,DDoS-SYN_Flood,0.07487153396082422,0.2
mlp,0.9,DDoS-SlowLoris,0.001992031872510025,0.0
mlp,0.9,DDoS-SynonymousIP_Flood,-0.18373616182692865,0.0
mlp,0.9,DDoS-TCP_Flood,0.014631873252562887,0.0
mlp,0.9,DDoS-UDP_Flood,0.0913221313287641,0.2
mlp,0.9,DDoS-UDP_Fragmentation,-0.0003213389121338839,0.0
mlp,0.9,DNS_Spoofing,-0.013064942022884708,0.0
mlp,0.9,DictionaryBruteForce,0.0024489795918367307,0.0
mlp,0.9,DoS-HTTP_Flood,0.02982374335540423,0.0
mlp,0.9,DoS-SYN_Flood,0.0549044938636154,0.0
mlp,0.9,DoS-TCP_Flood,-0.051119965539521875,0.0
mlp,0.9,DoS-UDP_Flood,-0.05879505110274341,0.0
mlp,0.9,MITM-ArpSpoofing,0.010340185555757686,0.0
mlp,0.9,Mirai-greeth_flood,0.0025530470208793288,0.0
mlp,0.9,Mirai-greip_flood,0.0034193809974320867,0.0
mlp,0.9,Mirai-udpplain,0.0007207207207207134,0.0
mlp,0.9,Recon-HostDiscovery,0.012191712431352975,0.0
mlp,0.9,Recon-OSScan,0.0034127806563039736,0.0
mlp,0.9,Recon-PingSweep,0.002352941176470588,0.0
mlp,0.9,Recon-PortScan,0.013657888178117477,0.0
mlp,0.9,SqlInjection,-2.7755575615628915e-18,0.0
mlp,0.9,Uploading_Attack,0.0074468085106382965,0.0
mlp,0.9,VulnerabilityScan,0.0029956536275493216,0.0
mlp,0.9,XSS,0.029116117850953204,0.0
mlp,0.9808,Backdoor_Malware,0.03022774327122153,0.0
mlp,0.9808,BenignTraffic,0.018182425436692174,0.2
mlp,0.9808,BrowserHijacking,0.0020713463751438448,0.0
mlp,0.9808,CommandInjection,0.03411619283065513,0.0
mlp,0.9808,DDoS-ACK_Fragmentation,-0.036972372733962144,0.0
mlp,0.9808,DDoS-HTTP_Flood,0.012965964343598046,0.0
mlp,0.9808,DDoS-ICMP_Flood,0.0019600591715976056,0.0
mlp,0.9808,DDoS-ICMP_Fragmentation,-0.0007818765036086584,0.0
mlp,0.9808,DDoS-PSHACK_Flood,-0.09915096293228412,0.0
mlp,0.9808,DDoS-RSTFINFlood,0.11335989059991677,0.4
mlp,0.9808,DDoS-SYN_Flood,-0.28038667005850926,0.0
mlp,0.9808,DDoS-SlowLoris,0.0420603301081389,0.0
mlp,0.9808,DDoS-SynonymousIP_Flood,0.125717266562337,0.2
mlp,0.9808,DDoS-TCP_Flood,-0.03598555452003729,0.4
mlp,0.9808,DDoS-UDP_Flood,0.20117178863586113,0.6
mlp,0.9808,DDoS-UDP_Fragmentation,0.0016334728033472689,0.0
mlp,0.9808,DNS_Spoofing,0.04407026137537788,0.2
mlp,0.9808,DictionaryBruteForce,0.028775510204081634,0.0
mlp,0.9808,DoS-HTTP_Flood,0.11895924647952998,0.8
mlp,0.9808,DoS-SYN_Flood,0.13511119313463135,0.0
mlp,0.9808,DoS-TCP_Flood,0.15761361188886494,0.6
mlp,0.9808,DoS-UDP_Flood,-0.04802761341222883,0.2
mlp,0.9808,MITM-ArpSpoofing,0.06125523012552301,0.4
mlp,0.9808,Mirai-greeth_flood,0.2612459684264132,0.4
mlp,0.9808,Mirai-greip_flood,0.2601702932828761,0.4
mlp,0.9808,Mirai-udpplain,0.011787941787941781,0.0
mlp,0.9808,Recon-HostDiscovery,0.034098851722416355,0.2
mlp,0.9808,Recon-OSScan,-0.015433506044905006,0.0
mlp,0.9808,Recon-PingSweep,0.006470588235294117,0.0
mlp,0.9808,Recon-PortScan,0.10304893245825372,0.6
mlp,0.9808,SqlInjection,0.038627700127064804,0.0
mlp,0.9808,Uploading_Attack,0.006382978723404253,0.0
mlp,0.9808,VulnerabilityScan,0.05013039117352054,0.2
mlp,0.9808,XSS,0.030502599653379547,0.0
mlp,0.9904,Backdoor_Malware,0.03395445134575569,0.0
mlp,0.9904,BenignTraffic,0.15080992618817007,0.2
mlp,0.9904,BrowserHijacking,0.018872266973532798,0.0
mlp,0.9904,CommandInjection,0.04425216316440049,0.0
mlp,0.9904,DDoS-ACK_Fragmentation,0.3208375142149976,0.8
mlp,0.9904,DDoS-HTTP_Flood,0.11312803889789305,0.6
mlp,0.9904,DDoS-ICMP_Flood,0.001565581854043363,0.0
mlp,0.9904,DDoS-ICMP_Fragmentation,0.07840149692595562,0.2
mlp,0.9904,DDoS-PSHACK_Flood,0.17965417270656453,0.0
mlp,0.9904,DDoS-RSTFINFlood,0.1381532790296689,0.6
mlp,0.9904,DDoS-SYN_Flood,-0.08542355634698551,0.2
mlp,0.9904,DDoS-SlowLoris,0.21787137165623224,0.8
mlp,0.9904,DDoS-SynonymousIP_Flood,-0.04613690372688806,0.4
mlp,0.9904,DDoS-TCP_Flood,0.40412395153774466,0.8
mlp,0.9904,DDoS-UDP_Flood,0.28538580588105245,0.6
mlp,0.9904,DDoS-UDP_Fragmentation,0.12990794979079498,0.4
mlp,0.9904,DNS_Spoofing,0.12298036814511501,0.4
mlp,0.9904,DictionaryBruteForce,0.20275510204081632,0.8
mlp,0.9904,DoS-HTTP_Flood,0.19393826354564953,0.8
mlp,0.9904,DoS-SYN_Flood,0.012328135092737846,0.0
mlp,0.9904,DoS-TCP_Flood,0.33581735946586255,0.6
mlp,0.9904,DoS-UDP_Flood,0.015025999641384225,0.4
mlp,0.9904,MITM-ArpSpoofing,0.056707294888120784,0.4
mlp,0.9904,Mirai-greeth_flood,0.6749550161262944,0.8
mlp,0.9904,Mirai-greip_flood,0.4189620218948506,0.6
mlp,0.9904,Mirai-udpplain,0.33643104643104643,0.4
mlp,0.9904,Recon-HostDiscovery,0.10000000000000005,0.4
mlp,0.9904,Recon-OSScan,0.05623488773747841,0.2
mlp,0.9904,Recon-PingSweep,0.007058823529411765,0.0
mlp,0.9904,Recon-PortScan,0.1314447121375758,0.6
mlp,0.9904,SqlInjection,0.05108005082592122,0.0
mlp,0.9904,Uploading_Attack,0.02553191489361702,0.0
mlp,0.9904,VulnerabilityScan,0.2118555667001003,0.6
mlp,0.9904,XSS,0.030155979202772965,0.0
mlp,0.9962,Backdoor_Malware,-0.001242236024844723,0.0
mlp,0.9962,BenignTraffic,0.4774656825089342,1.0
mlp,0.9962,BrowserHijacking,0.02002301495972382,0.0
mlp,0.9962,CommandInjection,0.05957972805933252,0.0
mlp,0.9962,DDoS-ACK_Fragmentation,0.49811358619305646,0.8
mlp,0.9962,DDoS-HTTP_Flood,0.3154433896735355,1.0
mlp,0.9962,DDoS-ICMP_Flood,0.006582840236686383,0.0
mlp,0.9962,DDoS-ICMP_Fragmentation,0.038392141138732995,0.2
mlp,0.9962,DDoS-PSHACK_Flood,0.5894491613170428,0.6
mlp,0.9962,DDoS-RSTFINFlood,0.6021998929781794,1.0
mlp,0.9962,DDoS-SYN_Flood,0.023027219537013498,0.0
mlp,0.9962,DDoS-SlowLoris,0.5982925441092772,1.0
mlp,0.9962,DDoS-SynonymousIP_Flood,0.04787573175679592,0.4
mlp,0.9962,DDoS-TCP_Flood,0.046819664492078285,0.4
mlp,0.9962,DDoS-UDP_Flood,0.472308202520451,0.8
mlp,0.9962,DDoS-UDP_Fragmentation,0.8689271966527198,1.0
mlp,0.9962,DNS_Spoofing,0.15564655007462402,0.6
mlp,0.9962,DictionaryBruteForce,0.4192857142857143,1.0
mlp,0.9962,DoS-HTTP_Flood,0.659722092697939,1.0
mlp,0.9962,DoS-SYN_Flood,0.026003506505490454,0.0
mlp,0.9962,DoS-TCP_Flood,0.4911695024768468,0.8
mlp,0.9962,DoS-UDP_Flood,0.5641742872512103,1.0
mlp,0.9962,MITM-ArpSpoofing,-0.16624340549390576,0.2
mlp,0.9962,Mirai-greeth_flood,0.9450551689017145,1.0
mlp,0.9962,Mirai-greip_flood,0.4146641438032166,0.4
mlp,0.9962,Mirai-udpplain,0.5269022869022869,0.6
mlp,0.9962,Recon-HostDiscovery,0.3807888167748378,1.0
mlp,0.9962,Recon-OSScan,0.059371329879101896,0.4
mlp,0.9962,Recon-PingSweep,0.007058823529411765,0.0
mlp,0.9962,Recon-PortScan,0.18630888095040293,0.8
mlp,0.9962,SqlInjection,0.07115628970775095,0.0
mlp,0.9962,Uploading_Attack,0.026595744680851064,0.0
mlp,0.9962,VulnerabilityScan,0.35727850217318624,0.8
mlp,0.9962,XSS,0.03604852686308492,0.0
