seed,T,K,F,class,recall_loss,material_and_beyond_band
0,96,12,8,BenignTraffic,0.6102000601182325,True
0,96,8,12,Uploading_Attack,0.010638297872340425,False
0,96,8,12,Recon-PingSweep,0.008823529411764706,False
0,96,8,12,Backdoor_Malware,0.041407867494824016,False
0,96,8,12,XSS,0.02772963604852686,False
0,96,8,12,SqlInjection,0.06480304955527319,False
0,96,8,12,CommandInjection,0.08034610630407911,False
0,96,8,12,BrowserHijacking,0.02991944764096663,False
0,96,8,12,DictionaryBruteForce,0.3913265306122449,True
0,96,8,12,DDoS-SlowLoris,0.4516220830961867,True
0,96,8,12,DDoS-HTTP_Flood,-0.11576753878212553,False
0,96,8,12,DoS-HTTP_Flood,0.9030122167303926,True
0,96,8,12,Recon-PortScan,0.17911439727506853,True
0,96,8,12,Recon-OSScan,0.16041450777202074,True
0,96,8,12,DDoS-ICMP_Flood,0.001787475345167655,False
0,96,8,12,DDoS-RSTFINFlood,0.09810333551340744,False
0,96,8,12,DDoS-TCP_Flood,-0.3284599254426841,False
0,96,8,12,DDoS-SynonymousIP_Flood,0.6469019880600475,True
0,96,8,12,DDoS-UDP_Flood,0.44107892991377406,True
0,96,8,12,DoS-TCP_Flood,0.5487292698686194,True
0,96,8,12,DDoS-PSHACK_Flood,0.010561192793539065,False
0,96,8,12,DDoS-SYN_Flood,-0.7165097939455609,False
0,96,8,12,Recon-HostDiscovery,0.2939590614078882,True
0,96,8,12,DoS-SYN_Flood,0.1057488234751315,False
0,96,8,12,DoS-UDP_Flood,0.47494172494172493,True
0,96,8,12,DNS_Spoofing,0.5668363246718457,True
0,96,8,12,MITM-ArpSpoofing,0.08397307622339457,False
0,96,8,12,Mirai-udpplain,0.013548163548163572,False
0,96,8,12,Mirai-greeth_flood,0.4029876082159226,True
0,96,8,12,Mirai-greip_flood,0.6540410866333288,True
0,96,8,12,DDoS-UDP_Fragmentation,0.040368200836820134,False
0,96,8,12,DDoS-ACK_Fragmentation,0.04090574620375942,False
0,96,8,12,VulnerabilityScan,0.49899699097291883,True
0,96,8,12,DDoS-ICMP_Fragmentation,0.08319967923015237,False
0,96,8,12,BenignTraffic,0.18526435322801504,True
0,96,3,32,Uploading_Attack,0.010638297872340425,False
0,96,3,32,Recon-PingSweep,0.008823529411764706,False
0,96,3,32,Backdoor_Malware,0.041407867494824016,False
0,96,3,32,XSS,0.02772963604852686,False
0,96,3,32,SqlInjection,0.06480304955527319,False
0,96,3,32,CommandInjection,0.08034610630407911,False
0,96,3,32,BrowserHijacking,0.02991944764096663,False
0,96,3,32,DictionaryBruteForce,0.44642857142857145,True
0,96,3,32,DDoS-SlowLoris,0.9621513944223108,True
0,96,3,32,DDoS-HTTP_Flood,0.8721926371845334,True
0,96,3,32,DoS-HTTP_Flood,0.912431222605614,True
0,96,3,32,Recon-PortScan,0.2125114231120711,True
0,96,3,32,Recon-OSScan,0.16041450777202074,True
0,96,3,32,DDoS-ICMP_Flood,0.9694280078895463,True
0,96,3,32,DDoS-RSTFINFlood,-0.0007729353707116582,False
0,96,3,32,DDoS-TCP_Flood,0.6638513513513513,True
0,96,3,32,DDoS-SynonymousIP_Flood,0.6469599489943778,True
0,96,3,32,DDoS-UDP_Flood,0.4846893654653991,True
0,96,3,32,DoS-TCP_Flood,0.5556213654964463,True
0,96,3,32,DDoS-PSHACK_Flood,0.9982398012010768,True
0,96,3,32,DDoS-SYN_Flood,0.2689900788603409,True
0,96,3,32,Recon-HostDiscovery,0.7954068896655018,True
0,96,3,32,DoS-SYN_Flood,0.1754636892128818,False
0,96,3,32,DoS-UDP_Flood,0.826474807244038,True
0,96,3,32,DNS_Spoofing,0.611955149056676,True
0,96,3,32,MITM-ArpSpoofing,0.14742586865563034,True
0,96,3,32,Mirai-udpplain,0.9937629937629938,True
0,96,3,32,Mirai-greeth_flood,0.9903242233916143,True
0,96,3,32,Mirai-greip_flood,0.9901675902148939,True
0,96,3,32,DDoS-UDP_Fragmentation,0.9919330543933055,True
0,96,3,32,DDoS-ACK_Fragmentation,0.9718041340557897,True
0,96,3,32,VulnerabilityScan,0.7258441992644601,True
0,96,3,32,DDoS-ICMP_Fragmentation,0.9732691793638065,True
0,96,3,32,BenignTraffic,0.7926922948465315,True
0,192,192,1,Uploading_Attack,0.010638297872340425,False
0,192,192,1,Recon-PingSweep,0.008823529411764706,False
0,192,192,1,Backdoor_Malware,0.041407867494824016,False
0,192,192,1,XSS,0.02772963604852686,False
0,192,192,1,SqlInjection,0.06480304955527319,False
0,192,192,1,CommandInjection,0.08034610630407911,False
0,192,192,1,BrowserHijacking,0.02991944764096663,False
0,192,192,1,DictionaryBruteForce,0.4448979591836735,True
0,192,192,1,DDoS-SlowLoris,0.9621513944223108,True
0,192,192,1,DDoS-HTTP_Flood,0.35193331789766147,True
0,192,192,1,DoS-HTTP_Flood,0.690385153408561,True
0,192,192,1,Recon-PortScan,0.19597906455096784,True
0,192,192,1,Recon-OSScan,0.16041450777202074,True
0,192,192,1,DDoS-ICMP_Flood,0.9984590729783037,True
0,192,192,1,DDoS-RSTFINFlood,0.00035673940186697894,False
0,192,192,1,DDoS-TCP_Flood,0.6638513513513513,True
0,192,192,1,DDoS-SynonymousIP_Flood,0.6469599489943778,True
0,192,192,1,DDoS-UDP_Flood,0.4846893654653991,True
0,192,192,1,DoS-TCP_Flood,0.5556213654964463,True
0,192,192,1,DDoS-PSHACK_Flood,0.009629322841167909,False
0,192,192,1,DDoS-SYN_Flood,0.2689900788603409,True
0,192,192,1,Recon-HostDiscovery,0.7954068896655018,True
0,192,192,1,DoS-SYN_Flood,0.1754636892128818,False
0,192,192,1,DoS-UDP_Flood,0.826474807244038,True
0,192,192,1,DNS_Spoofing,0.611955149056676,True
0,192,192,1,MITM-ArpSpoofing,0.14742586865563034,True
0,192,192,1,Mirai-udpplain,0.9937629937629938,True
0,192,192,1,Mirai-greeth_flood,0.9903242233916143,True
0,192,192,1,Mirai-greip_flood,0.9901675902148939,True
0,192,192,1,DDoS-UDP_Fragmentation,0.9919330543933055,True
0,192,192,1,DDoS-ACK_Fragmentation,0.9718041340557897,True
0,192,192,1,VulnerabilityScan,0.3867268472082916,True
0,192,192,1,DDoS-ICMP_Fragmentation,0.8625367548783748,True
0,192,192,1,BenignTraffic,0.7926922948465315,True
0,192,64,3,Uploading_Attack,0.010638297872340425,False
0,192,64,3,Recon-PingSweep,0.008823529411764706,False
0,192,64,3,Backdoor_Malware,0.041407867494824016,False
0,192,64,3,XSS,0.02772963604852686,False
0,192,64,3,SqlInjection,0.06480304955527319,False
0,192,64,3,CommandInjection,0.08034610630407911,False
0,192,64,3,BrowserHijacking,0.02991944764096663,False
0,192,64,3,DictionaryBruteForce,0.44642857142857145,True
0,192,64,3,DDoS-SlowLoris,0.9598747865680137,True
0,192,64,3,DDoS-HTTP_Flood,0.8536698309793933,True
0,192,64,3,DoS-HTTP_Flood,0.4232957194814883,True
0,192,64,3,Recon-PortScan,0.2125114231120711,True
0,192,64,3,Recon-OSScan,0.10687392055267704,True
0,192,64,3,DDoS-ICMP_Flood,0.06114398422090728,False
0,192,64,3,DDoS-RSTFINFlood,0.0007729353707117692,False
0,192,64,3,DDoS-TCP_Flood,0.6638513513513513,True
0,192,64,3,DDoS-SynonymousIP_Flood,0.6469599489943778,True
0,192,64,3,DDoS-UDP_Flood,0.4710921954455008,True
0,192,64,3,DoS-TCP_Flood,0.5556213654964463,True
0,192,64,3,DDoS-PSHACK_Flood,0.5929281424725616,True
0,192,64,3,DDoS-SYN_Flood,0.2689900788603409,True
0,192,64,3,Recon-HostDiscovery,0.7954068896655018,True
0,192,64,3,DoS-SYN_Flood,0.1754636892128818,False
0,192,64,3,DoS-UDP_Flood,0.07208176438945668,False
0,192,64,3,DNS_Spoofing,0.611955149056676,True
0,192,64,3,MITM-ArpSpoofing,0.12490449336001455,True
0,192,64,3,Mirai-udpplain,0.9832640332640333,True
0,192,64,3,Mirai-greeth_flood,0.5976913936513325,True
0,192,64,3,Mirai-greip_flood,0.9872617921340722,True
0,192,64,3,DDoS-UDP_Fragmentation,0.2768535564853557,True
0,192,64,3,DDoS-ACK_Fragmentation,0.9075523446384374,True
0,192,64,3,VulnerabilityScan,0.7258441992644601,True
0,192,64,3,DDoS-ICMP_Fragmentation,0.03568564554931841,False
0,192,64,3,BenignTraffic,0.7761931799205103,True
0,192,24,8,Uploading_Attack,0.010638297872340425,False
0,192,24,8,Recon-PingSweep,0.008823529411764706,False
0,192,24,8,Backdoor_Malware,0.041407867494824016,False
0,192,24,8,XSS,0.02772963604852686,False
0,192,24,8,SqlInjection,0.06480304955527319,False
0,192,24,8,CommandInjection,0.08034610630407911,False
0,192,24,8,BrowserHijacking,0.02991944764096663,False
0,192,24,8,DictionaryBruteForce,0.44081632653061226,True
0,192,24,8,DDoS-SlowLoris,0.9621513944223108,True
0,192,24,8,DDoS-HTTP_Flood,-0.04468626996990044,False
0,192,24,8,DoS-HTTP_Flood,0.894619043178215,True
0,192,24,8,Recon-PortScan,0.1650743540749356,True
0,192,24,8,Recon-OSScan,0.13761658031088084,True
0,192,24,8,DDoS-ICMP_Flood,0.008259368836291858,False
0,192,24,8,DDoS-RSTFINFlood,0.990605862417504,True
0,192,24,8,DDoS-TCP_Flood,0.6638513513513513,True
0,192,24,8,DDoS-SynonymousIP_Flood,0.6469019880600475,True
0,192,24,8,DDoS-UDP_Flood,0.4084125580367013,True
0,192,24,8,DoS-TCP_Flood,-0.40717208701270735,False
0,192,24,8,DDoS-PSHACK_Flood,0.9975150134603438,True
0,192,24,8,DDoS-SYN_Flood,0.2689900788603409,True
0,192,24,8,Recon-HostDiscovery,0.2918622066899651,True
0,192,24,8,DoS-SYN_Flood,0.09933560948602012,False
0,192,24,8,DoS-UDP_Flood,-0.0818540433925049,False
0,192,24,8,DNS_Spoofing,0.5419616547395814,True
0,192,24,8,MITM-ArpSpoofing,-0.12861560851373477,False
0,192,24,8,Mirai-udpplain,0.9937629937629938,True
0,192,24,8,Mirai-greeth_flood,0.9775250381938551,True
0,192,24,8,Mirai-greip_flood,0.054264089741856925,False
0,192,24,8,DDoS-UDP_Fragmentation,0.16458577405857744,True
0,192,24,8,DDoS-ACK_Fragmentation,0.0016054585591009918,False
0,192,24,8,VulnerabilityScan,0.09545302574389836,False
0,192,24,8,DDoS-ICMP_Fragmentation,0.009957230686982177,False
0,192,24,8,BenignTraffic,0.2146888881466884,True
0,192,16,12,Uploading_Attack,0.010638297872340425,False
0,192,16,12,Recon-PingSweep,0.008823529411764706,False
0,192,16,12,Backdoor_Malware,0.041407867494824016,False
0,192,16,12,XSS,0.02772963604852686,False
0,192,16,12,SqlInjection,0.06480304955527319,False
0,192,16,12,CommandInjection,0.08034610630407911,False
0,192,16,12,BrowserHijacking,0.02991944764096663,False
0,192,16,12,DictionaryBruteForce,0.44642857142857145,True
0,192,16,12,DDoS-SlowLoris,0.5577689243027889,True
0,192,16,12,DDoS-HTTP_Flood,0.02176429729103957,False
0,192,16,12,DoS-HTTP_Flood,0.3153968105940501,True
0,192,16,12,Recon-PortScan,0.09479106089557197,False
0,192,16,12,Recon-OSScan,0.16041450777202074,True
0,192,16,12,DDoS-ICMP_Flood,0.0025887573964497035,False
0,192,16,12,DDoS-RSTFINFlood,0.3418752601224806,True
0,192,16,12,DDoS-TCP_Flood,-0.3251397949673812,False
0,192,16,12,DDoS-SynonymousIP_Flood,0.6469019880600475,True
0,192,16,12,DDoS-UDP_Flood,0.21246959982312624,False
0,192,16,12,DoS-TCP_Flood,0.5473831574413095,True
0,192,16,12,DDoS-PSHACK_Flood,0.22773866224891282,False
0,192,16,12,DDoS-SYN_Flood,-0.7117272958534724,False
0,192,16,12,Recon-HostDiscovery,0.4652021967049426,True
0,192,16,12,DoS-SYN_Flood,0.15137953308111102,False
0,192,16,12,DoS-UDP_Flood,0.3373677604446835,True
0,192,16,12,DNS_Spoofing,0.13841797099230801,True
0,192,16,12,MITM-ArpSpoofing,0.04740767691468073,False
0,192,16,12,Mirai-udpplain,0.015072765072765115,False
0,192,16,12,Mirai-greeth_flood,0.01857070106942793,False
0,192,16,12,Mirai-greip_flood,0.9633396404919583,True
0,192,16,12,DDoS-UDP_Fragmentation,0.014661087866108868,False
0,192,16,12,DDoS-ACK_Fragmentation,0.2318215265235133,True
0,192,16,12,VulnerabilityScan,0.3373788030758944,True
0,192,16,12,DDoS-ICMP_Fragmentation,0.012931034482758674,False
0,192,16,12,BenignTraffic,0.3701279182392037,True
0,192,6,32,Uploading_Attack,0.010638297872340425,False
0,192,6,32,Recon-PingSweep,0.008823529411764706,False
0,192,6,32,Backdoor_Malware,0.041407867494824016,False
0,192,6,32,XSS,0.02772963604852686,False
0,192,6,32,SqlInjection,0.06480304955527319,False
0,192,6,32,CommandInjection,0.08034610630407911,False
0,192,6,32,BrowserHijacking,0.02991944764096663,False
0,192,6,32,DictionaryBruteForce,0.44642857142857145,True
0,192,6,32,DDoS-SlowLoris,0.9456459874786568,True
0,192,6,32,DDoS-HTTP_Flood,0.6221347534151423,True
0,192,6,32,DoS-HTTP_Flood,0.051757903571761577,False
0,192,6,32,Recon-PortScan,0.13458502949239842,True
0,192,6,32,Recon-OSScan,0.16041450777202074,True
0,192,6,32,DDoS-ICMP_Flood,0.9984590729783037,True
0,192,6,32,DDoS-RSTFINFlood,0.0002378262679113563,False
0,192,6,32,DDoS-TCP_Flood,-0.3120340167753961,False
0,192,6,32,DDoS-SynonymousIP_Flood,0.6469599489943778,True
0,192,6,32,DDoS-UDP_Flood,0.48441300022109224,True
0,192,6,32,DoS-TCP_Flood,0.5502369157872066,True
0,192,6,32,DDoS-PSHACK_Flood,0.05047628908676738,False
0,192,6,32,DDoS-SYN_Flood,0.2689900788603409,True
0,192,6,32,Recon-HostDiscovery,0.04053919121318028,False
0,192,6,32,DoS-SYN_Flood,-0.7989757312909477,False
0,192,6,32,DoS-UDP_Flood,-0.15882194728348575,False
0,192,6,32,DNS_Spoofing,0.611955149056676,True
0,192,6,32,MITM-ArpSpoofing,-0.564744406039658,False
0,192,6,32,Mirai-udpplain,0.026888426888426964,False
0,192,6,32,Mirai-greeth_flood,-0.0032252588694619,False
0,192,6,32,Mirai-greip_flood,0.98874847952426,True
0,192,6,32,DDoS-UDP_Fragmentation,0.9401171548117155,True
0,192,6,32,DDoS-ACK_Fragmentation,0.9697304167502843,True
0,192,6,32,VulnerabilityScan,0.4053828151120027,True
0,192,6,32,DDoS-ICMP_Fragmentation,-0.023957497995188426,False
0,192,6,32,BenignTraffic,0.7891853979493002,True
1,96,96,1,Uploading_Attack,0.02127659574468085,False
1,96,96,1,Recon-PingSweep,0.011764705882352941,False
1,96,96,1,Backdoor_Malware,0.057971014492753624,False
1,96,96,1,XSS,0.008665511265164644,False
1,96,96,1,SqlInjection,0.07750952986022872,False
1,96,96,1,CommandInjection,0.06427688504326329,False
1,96,96,1,BrowserHijacking,0.019562715765247412,False
1,96,96,1,DictionaryBruteForce,0.49387755102040815,True
1,96,96,1,DDoS-SlowLoris,0.972965281730222,True
1,96,96,1,DDoS-HTTP_Flood,0.861542023616578,True
1,96,96,1,DoS-HTTP_Flood,0.719201715937704,True
1,96,96,1,Recon-PortScan,0.24017612361884194,True
1,96,96,1,Recon-OSScan,0.11530224525043178,True
1,96,96,1,DDoS-ICMP_Flood,0.9922337278106509,True
1,96,96,1,DDoS-RSTFINFlood,0.582852726083596,True
1,96,96,1,DDoS-TCP_Flood,0.33049860205032616,True
1,96,96,1,DDoS-SynonymousIP_Flood,0.23080044050310092,False
1,96,96,1,DDoS-UDP_Flood,0.6108777360159187,True
1,96,96,1,DoS-TCP_Flood,0.8574197716993324,True
1,96,96,1,DDoS-PSHACK_Flood,0.17260302340029,False
1,96,96,1,DDoS-SYN_Flood,0.269854998728059,True
1,96,96,1,Recon-HostDiscovery,0.7578632051922117,True
1,96,96,1,DoS-SYN_Flood,0.36366152994371137,False
1,96,96,1,DoS-UDP_Flood,0.7672135556750941,True
1,96,96,1,DNS_Spoofing,0.6346102330565229,True
1,96,96,1,MITM-ArpSpoofing,0.15568491904675277,True
1,96,96,1,Mirai-udpplain,0.9948371448371448,True
1,96,96,1,Mirai-greeth_flood,0.9879477168562214,True
1,96,96,1,Mirai-greip_flood,0.771590755507501,True
1,96,96,1,DDoS-UDP_Fragmentation,0.9847364016736402,True
1,96,96,1,DDoS-ACK_Fragmentation,0.9356144223693893,True
1,96,96,1,VulnerabilityScan,0.6818789702440655,True
1,96,96,1,DDoS-ICMP_Fragmentation,0.375133654103181,True
1,96,96,1,BenignTraffic,0.061921779499682805,False
1,96,32,3,Uploading_Attack,0.02127659574468085,False
1,96,32,3,Recon-PingSweep,0.011764705882352941,False
1,96,32,3,Backdoor_Malware,0.057971014492753624,False
1,96,32,3,XSS,0.008665511265164644,False
1,96,32,3,SqlInjection,0.07750952986022872,False
1,96,32,3,CommandInjection,0.06427688504326329,False
1,96,32,3,BrowserHijacking,0.019562715765247412,False
1,96,32,3,DictionaryBruteForce,0.49387755102040815,True
1,96,32,3,DDoS-SlowLoris,0.9379624359704042,True
1,96,32,3,DDoS-HTTP_Flood,0.02176429729103968,False
1,96,32,3,DoS-HTTP_Flood,0.8250489601790544,True
1,96,32,3,Recon-PortScan,0.048932458253717726,False
1,96,32,3,Recon-OSScan,0.0668048359240069,False
1,96,32,3,DDoS-ICMP_Flood,0.9982741617357002,True
1,96,32,3,DDoS-RSTFINFlood,0.0,False
1,96,32,3,DDoS-TCP_Flood,0.33049860205032616,True
1,96,32,3,DDoS-SynonymousIP_Flood,-0.6499739175795514,False
1,96,32,3,DDoS-UDP_Flood,0.6108777360159187,True
1,96,32,3,DoS-TCP_Flood,0.8574197716993324,True
1,96,32,3,DDoS-PSHACK_Flood,0.5806067508800994,True
1,96,32,3,DDoS-SYN_Flood,0.2698041210887815,True
1,96,32,3,Recon-HostDiscovery,0.5416375436844734,True
1,96,32,3,DoS-SYN_Flood,0.35309587524222574,False
1,96,32,3,DoS-UDP_Flood,0.7672135556750941,True
1,96,32,3,DNS_Spoofing,0.638207493015958,True
1,96,32,3,MITM-ArpSpoofing,0.15568491904675277,True
1,96,32,3,Mirai-udpplain,0.9948371448371448,True
1,96,32,3,Mirai-greeth_flood,0.9879477168562214,True
1,96,32,3,Mirai-greip_flood,0.424212731450196,True
1,96,32,3,DDoS-UDP_Fragmentation,0.804652719665272,True
1,96,32,3,DDoS-ACK_Fragmentation,0.6109104287912235,True
1,96,32,3,VulnerabilityScan,0.6818789702440655,True
1,96,32,3,DDoS-ICMP_Fragmentation,0.9397219994653836,True
1,96,32,3,BenignTraffic,0.7982031328278949,True
1,96,12,8,Uploading_Attack,0.02127659574468085,False
1,96,12,8,Recon-PingSweep,0.011764705882352941,False
1,96,12,8,Backdoor_Malware,0.057971014492753624,False
1,96,12,8,XSS,0.008665511265164644,False
1,96,12,8,SqlInjection,0.07750952986022872,False
1,96,12,8,CommandInjection,0.06427688504326329,False
1,96,12,8,BrowserHijacking,0.019562715765247412,False
1,96,12,8,DictionaryBruteForce,0.49387755102040815,True
1,96,12,8,DDoS-SlowLoris,0.6149686966420034,True
1,96,12,8,DDoS-HTTP_Flood,0.4917805047464691,True
1,96,12,8,DoS-HTTP_Flood,0.25944232024619973,True
1,96,12,8,Recon-PortScan,0.24624075766386977,True
1,96,12,8,Recon-OSScan,0.11523316062176166,True
1,96,12,8,DDoS-ICMP_Flood,0.9982125246548323,True
1,96,12,8,DDoS-RSTFINFlood,0.0034484808847137227,False
1,96,12,8,DDoS-TCP_Flood,0.25623252562907733,False
1,96,12,8,DDoS-SynonymousIP_Flood,0.23080044050310092,False
1,96,12,8,DDoS-UDP_Flood,-0.3771280123811629,False
1,96,12,8,DoS-TCP_Flood,-0.07753607581305189,False
1,96,12,8,DDoS-PSHACK_Flood,-0.30922551252847374,False
1,96,12,8,DDoS-SYN_Flood,-0.6989061307555329,False
1,96,12,8,Recon-HostDiscovery,0.2527708437343984,True
1,96,12,8,DoS-SYN_Flood,0.24028790255605798,False
1,96,12,8,DoS-UDP_Flood,0.7672135556750941,True
1,96,12,8,DNS_Spoofing,0.6322375722322146,True
1,96,12,8,MITM-ArpSpoofing,-0.0379115881389849,False
1,96,12,8,Mirai-udpplain,0.9865211365211365,True
1,96,12,8,Mirai-greeth_flood,0.9858428110677305,True
1,96,12,8,Mirai-greip_flood,0.014055953507230656,False
1,96,12,8,DDoS-UDP_Fragmentation,0.03742259414225946,False
1,96,12,8,DDoS-ACK_Fragmentation,0.810790019399291,True
1,96,12,8,VulnerabilityScan,0.2361417586091608,True
1,96,12,8,DDoS-ICMP_Fragmentation,0.010324779470729739,False
1,96,12,8,BenignTraffic,0.4253364951070439,True
1,96,8,12,Uploading_Attack,0.02127659574468085,False
1,96,8,12,Recon-PingSweep,0.011764705882352941,False
1,96,8,12,Backdoor_Malware,0.057971014492753624,False
1,96,8,12,XSS,0.008665511265164644,False
1,96,8,12,SqlInjection,0.07750952986022872,False
1,96,8,12,CommandInjection,0.06427688504326329,False
1,96,8,12,BrowserHijacking,0.019562715765247412,False
1,96,8,12,DictionaryBruteForce,0.49387755102040815,True
1,96,8,12,DDoS-SlowLoris,0.6135458167330679,True
1,96,8,12,DDoS-HTTP_Flood,0.861542023616578,True
1,96,8,12,DoS-HTTP_Flood,0.8996549473095216,True
1,96,8,12,Recon-PortScan,0.26161003572318686,True
1,96,8,12,Recon-OSScan,0.11530224525043178,True
1,96,8,12,DDoS-ICMP_Flood,0.9980276134122288,True
