set_id,architecture,budget,target,observed,additive_prediction,interaction_residual
shallow_b25_s22297,shallow,0.25,raw_awbir,0.2971094397454951,0.370724009654359,-0.07361456990886389
shallow_b25_s22299,shallow,0.25,raw_awbir,0.3617201615483883,0.38803863915954934,-0.026318477611161017
shallow_b25_s22301,shallow,0.25,raw_awbir,0.34395373960712733,0.43966304850688553,-0.0957093088997582
shallow_b25_s22303,shallow,0.25,raw_awbir,0.31380044421139197,0.3419485435147439,-0.028148099303351937
shallow_b25_s22305,shallow,0.25,raw_awbir,0.3615245975635993,0.3493205229662245,0.01220407459737477
shallow_b25_s22307,shallow,0.25,raw_awbir,0.40956412556501937,0.42127245281543113,-0.011708327250411765
shallow_b25_s22309,shallow,0.25,raw_awbir,0.5633158814988392,0.42473066788654523,0.13858521361229392
shallow_b25_s22311,shallow,0.25,raw_awbir,0.36967406841800227,0.42090801913904835,-0.051233950721046084
shallow_b25_s22313,shallow,0.25,raw_awbir,0.5187594434430737,0.4978914115858383,0.020868031857235403
shallow_b25_s22315,shallow,0.25,raw_awbir,0.291474114276047,0.34434862209166406,-0.05287450781561703
shallow_b25_s22277,shallow,0.25,raw_hsr_delta,0.12531264474293657,0.1868163877418775,-0.06150374299894093
shallow_b25_s22279,shallow,0.25,raw_hsr_delta,0.17350625289485871,0.2375003072364137,-0.06399405434155497
shallow_b25_s22281,shallow,0.25,raw_hsr_delta,0.29261232051875863,0.20715059868994445,0.08546172182881417
shallow_b25_s22283,shallow,0.25,raw_hsr_delta,0.21820287169986108,0.17550050094218447,0.042702370757676605
shallow_b25_s22285,shallow,0.25,raw_hsr_delta,0.13385826771653547,0.16736056469179786,-0.033502296975262386
shallow_b25_s22287,shallow,0.25,raw_hsr_delta,0.03557202408522464,0.1411527207888627,-0.10558069670363807
shallow_b25_s22289,shallow,0.25,raw_hsr_delta,0.16683649837887915,0.21804448418633388,-0.051207985807454726
shallow_b25_s22291,shallow,0.25,raw_hsr_delta,0.08862899490504861,0.15983956368625607,-0.07121056878120746
shallow_b25_s22293,shallow,0.25,raw_hsr_delta,0.16185734136174157,0.16181202903725234,4.5312324489232836e-05
shallow_b25_s22295,shallow,0.25,raw_hsr_delta,0.12491894395553499,0.19798535556930916,-0.07306641161377417
shallow_b25_s22297,shallow,0.25,raw_hsr_delta,0.08117183881426587,0.16192456271813327,-0.0807527239038674
shallow_b25_s22299,shallow,0.25,raw_hsr_delta,0.16264474293654468,0.17275280356734202,-0.010108060630797333
shallow_b25_s22301,shallow,0.25,raw_hsr_delta,0.13832792959703566,0.2156875287589945,-0.07735959916195884
shallow_b25_s22303,shallow,0.25,raw_hsr_delta,0.14205650764242705,0.15447233229535207,-0.012415824652925012
shallow_b25_s22305,shallow,0.25,raw_hsr_delta,0.10250115794349235,0.1544879619732521,-0.05198680402975975
shallow_b25_s22307,shallow,0.25,raw_hsr_delta,0.20690134321445114,0.22747855776685133,-0.02057721455240019
shallow_b25_s22309,shallow,0.25,raw_hsr_delta,0.30081056044465027,0.24289879798311798,0.05791176246153229
shallow_b25_s22311,shallow,0.25,raw_hsr_delta,0.314821676702177,0.2828107434688857,0.032010933233291294
shallow_b25_s22313,shallow,0.25,raw_hsr_delta,0.13344140805928673,0.24286128675615765,-0.10941987869687092
shallow_b25_s22315,shallow,0.25,raw_hsr_delta,0.07542843909217234,0.15185905015045065,-0.07643061105827831
shallow_b25_s22277,shallow,0.25,raw_fine_f1_loss,0.31755357928354866,0.38115679928244495,-0.06360321999889629
shallow_b25_s22279,shallow,0.25,raw_fine_f1_loss,0.33155634531029476,0.45977237830110174,-0.12821603299080697
shallow_b25_s22281,shallow,0.25,raw_fine_f1_loss,0.5102631348155993,0.417072547130506,0.09319058768509325
shallow_b25_s22283,shallow,0.25,raw_fine_f1_loss,0.4004656300590149,0.3491705424990096,0.05129508756000534
shallow_b25_s22285,shallow,0.25,raw_fine_f1_loss,0.33121349070152845,0.3429705059423098,-0.011757015240781377
