architecture,regime,recovery_seed,metric,raw_spread,recovered_spread,recovery_equalisation_index,recovery_rank_retention
shallow,full_ce,101,hsr_balanced_soc,0.35276894254560287,0.02017503773306653,0.9428094843398566,0.49999999999999994
shallow,full_ce,101,benign_to_attack_rate,0.36078824315297264,0.02672010688042752,0.9259396408072579,0.0
shallow,full_ce,101,attack_to_benign_rate,0.019235027815594833,0.016512199771621355,0.1415557112824105,-0.49999999999999994
shallow,full_ce,101,fine_macro_f1,0.4688626498103172,0.02183571995507838,0.9534283228491068,-0.39999999999999997
shallow,full_ce,101,family_macro_f1,0.4554783222648583,0.03195031144721194,0.9298532775646938,-0.09999999999999999
shallow,full_ce,211,awbir,0.44041205031948166,0.006884925406821105,0.9843670821408572,-0.7
shallow,full_ce,211,hsr_balanced_soc,0.35276894254560287,0.008248293591477884,0.9766184247061046,0.09999999999999999
shallow,full_ce,211,benign_to_attack_rate,0.36078824315297264,0.000668002672010688,0.9981484910201814,-0.7
shallow,full_ce,211,attack_to_benign_rate,0.019235027815594833,0.008397633026710288,0.5634197617379118,0.0
shallow,full_ce,211,fine_macro_f1,0.4688626498103172,0.02211335388359159,0.9528361794386101,0.0
shallow,full_ce,211,family_macro_f1,0.4554783222648583,0.0256770647012714,0.9436261542073119,0.49999999999999994
shallow,full_ce,307,awbir,0.44041205031948166,0.00872979452964777,0.9801781206410791,0.39999999999999997
shallow,full_ce,307,hsr_balanced_soc,0.35276894254560287,0.015494863023051308,0.9560764535810908,0.8999999999999998
shallow,full_ce,307,benign_to_attack_rate,0.36078824315297264,0.0003006012024048096,0.9991668209590816,-0.6
shallow,full_ce,307,attack_to_benign_rate,0.019235027815594833,0.014189900888288948,0.2622885173691062,-0.7999999999999999
shallow,full_ce,307,fine_macro_f1,0.4688626498103172,0.016849639400731253,0.964062739039785,0.09999999999999999
shallow,full_ce,307,family_macro_f1,0.4554783222648583,0.02461304064186076,0.9459622128239323,-0.3
shallow,full_ce,401,awbir,0.44041205031948166,0.009318138155217634,0.9788422270724471,-0.7
shallow,full_ce,401,hsr_balanced_soc,0.35276894254560287,0.019026204681631215,0.9460661005349935,0.19999999999999998
shallow,full_ce,401,benign_to_attack_rate,0.36078824315297264,0.00020040080160320639,0.9994445473060545,0.0
shallow,full_ce,401,attack_to_benign_rate,0.019235027815594833,0.018083506478751732,0.05986585243768161,-0.49999999999999994
shallow,full_ce,401,fine_macro_f1,0.4688626498103172,0.0357759558246451,0.9236962981821678,0.3
shallow,full_ce,401,family_macro_f1,0.4554783222648583,0.031194820693382752,0.9315119531084004,0.3
shallow,full_ce,503,awbir,0.44041205031948166,0.008242855397263035,0.9812837650757205,0.6
shallow,full_ce,503,hsr_balanced_soc,0.35276894254560287,0.008452571037390777,0.9760393560260818,0.3
shallow,full_ce,503,benign_to_attack_rate,0.36078824315297264,0.003907815631262525,0.9891686724680615,0.15389675281277312
shallow,full_ce,503,attack_to_benign_rate,0.019235027815594833,0.016102042506157183,0.1628791670837917,-0.6
shallow,full_ce,503,fine_macro_f1,0.4688626498103172,0.03798512429754308,0.9189845377683414,0.09999999999999999
shallow,full_ce,503,family_macro_f1,0.4554783222648583,0.03864453530566725,0.9151561481268572,0.09999999999999999
shallow,minimal_ce,101,awbir,0.44041205031948166,0.02842844868664926,0.9354503386861762,0.8999999999999998
shallow,minimal_ce,101,hsr_balanced_soc,0.35276894254560287,0.028261293065308696,0.9198872415996334,0.9999999999999999
shallow,minimal_ce,101,benign_to_attack_rate,0.36078824315297264,0.031696726786907145,0.9121458989076097,-0.3
shallow,minimal_ce,101,attack_to_benign_rate,0.019235027815594833,0.019708730572891492,-0.02462708979877859,-0.7999999999999999
shallow,minimal_ce,101,fine_macro_f1,0.4688626498103172,0.04771372707231791,0.8982351716614216,0.8999999999999998
shallow,minimal_ce,101,family_macro_f1,0.4554783222648583,0.04244540575894151,0.9068113592148964,0.8999999999999998
shallow,minimal_ce,211,awbir,0.44041205031948166,0.029987501186181223,0.9319103526698966,0.19999999999999998
shallow,minimal_ce,211,hsr_balanced_soc,0.35276894254560287,0.015186080003204372,0.9569517659530324,-0.09999999999999999
shallow,minimal_ce,211,benign_to_attack_rate,0.36078824315297264,0.03830995323981296,0.893815960007406,-0.8999999999999998
shallow,minimal_ce,211,attack_to_benign_rate,0.019235027815594833,0.01711491913354759,0.11022124336770456,-0.6
shallow,minimal_ce,211,fine_macro_f1,0.4688626498103172,0.035971512289409646,0.9232792112914896,-0.49999999999999994
shallow,minimal_ce,211,family_macro_f1,0.4554783222648583,0.04302416733478498,0.905540691550702,-0.7999999999999999
shallow,minimal_ce,307,awbir,0.44041205031948166,0.00876865159294267,0.9800898917579985,0.7999999999999999
shallow,minimal_ce,307,hsr_balanced_soc,0.35276894254560287,0.017618474546338386,0.9500566166080201,0.6
shallow,minimal_ce,307,benign_to_attack_rate,0.36078824315297264,0.02618570474281897,0.9274208479911128,-0.3
shallow,minimal_ce,307,attack_to_benign_rate,0.019235027815594833,0.014881198814587736,0.22634898388227043,-0.6
shallow,minimal_ce,307,fine_macro_f1,0.4688626498103172,0.024267863937575296,0.9482409956361568,0.8999999999999998
shallow,minimal_ce,307,family_macro_f1,0.4554783222648583,0.01511011304690646,0.9668258349337644,0.49999999999999994
shallow,minimal_ce,401,awbir,0.44041205031948166,0.03875706987886836,0.9119981620603855,0.0
shallow,minimal_ce,401,hsr_balanced_soc,0.35276894254560287,0.022927139223636456,0.9350080563833291,0.7
shallow,minimal_ce,401,benign_to_attack_rate,0.36078824315297264,0.04355377421509686,0.8792816145158304,-0.6
shallow,minimal_ce,401,attack_to_benign_rate,0.019235027815594833,0.02210420305287948,-0.1491640804885377,-0.49999999999999994
shallow,minimal_ce,401,fine_macro_f1,0.4688626498103172,0.035363872451322664,0.9245751981617016,0.6
shallow,minimal_ce,401,family_macro_f1,0.4554783222648583,0.020898375494024735,0.9541177384905875,0.19999999999999998
shallow,minimal_ce,503,awbir,0.44041205031948166,0.02073566712584657,0.9529175754596074,0.6
shallow,minimal_ce,503,hsr_balanced_soc,0.35276894254560287,0.02301999260814233,0.9347448433469551,0.3
shallow,minimal_ce,503,benign_to_attack_rate,0.36078824315297264,0.011489645958583835,0.9681540455471209,0.8999999999999998
shallow,minimal_ce,503,attack_to_benign_rate,0.019235027815594833,0.017825473269492575,0.07328060866953667,0.09999999999999999
shallow,minimal_ce,503,fine_macro_f1,0.4688626498103172,0.024048483150744704,0.9487088955358808,0.7
shallow,minimal_ce,503,family_macro_f1,0.4554783222648583,0.03219128738472976,0.9293242162993419,0.6
