group_id,module_path,layer_index,channel_index,out_channels,in_channels,kernel_size,parameter_cost,flops_cost,batchnorm_path,downstream_path,downstream_kind,random,magnitude,taylor,fisher,bn_gamma,r_sbl,profile_min,profile_mean,profile_max,profile_aggregation,profile_cvar_q,v_c,selection_priority,protected,selected_for_pruning,selection_order
conv.0:out:51,conv.0,0,51,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.0073622697510055,1.2342437207698822,1.8848542973399165,2.085014056228101,1.0679625272750854,0.0010936315890882,0.0010821339017409,0.0010890487797023,0.0010936315890882,cvar,0.75,1.0326619807261446,2.3199942493872505e-07,False,True,1.0
conv.0:out:52,conv.0,0,52,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.7869243775021384,1.187371790409088,1.7575397878885268,1.452685706689954,0.7901851534843445,0.000853859893626,0.0008373387100748,0.000844802059539,0.000853859893626,cvar,0.75,0.8755177662678182,2.4797516149938186e-05,False,False,
conv.0:out:53,conv.0,0,53,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.6648508565920321,1.159552037715912,1.6755335301160812,1.075737324729562,1.5855242013931274,0.002275406611498,0.0021873423492609,0.0022362964167454,0.002275406611498,cvar,0.75,1.3918487566308904,2.0950742313986014e-05,False,False,
conv.0:out:54,conv.0,0,54,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.7051653786263351,1.527812898159027,0.4344661893323064,0.0885024566901847,0.7602196335792542,0.0006466870967083,0.0006445593814421,0.0006459140190931,0.0006466870967083,cvar,0.75,0.6285768578333053,2.2221131235467798e-05,False,False,
conv.0:out:55,conv.0,0,55,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.7807290310219679,1.0232326984405518,0.9095804369077086,0.3522712902748026,1.2163926362991333,0.0008215479730557,0.0008089933274511,0.0008150902961591,0.0008215479730557,cvar,0.75,0.8081702457856783,2.46022887446262e-05,False,False,
conv.0:out:56,conv.0,0,56,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.4589157755383399,1.050020766677335,2.6264246888225897,3.626179429986587,1.0299267768859863,0.0006175677018344,0.000609542863252,0.0006135949260938,0.0006175677018344,cvar,0.75,0.583678510845212,1.4461327772683553e-05,False,False,
conv.0:out:57,conv.0,0,57,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.5687411959528937,0.9507971554994584,0.390592279471457,0.1109659334993921,1.1620352268218994,0.0009221985670501,0.0008365599744936,0.0008696219177676,0.0009221985670501,cvar,0.75,0.8979669397618648,1.792214016363817e-05,False,False,
conv.0:out:58,conv.0,0,58,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.1397969981276574,1.3020902872085571,2.8232160061597824,3.538349059224129,1.2558789253234863,0.0018943305577303,0.0018585928545498,0.0018743774603551,0.0018943305577303,cvar,0.75,1.3245012361487505,4.405275040261467e-06,False,True,17.0
conv.0:out:59,conv.0,0,59,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.1145300735359734,1.234090176410973,1.9956237532198429,1.403812515269965,0.923891007900238,0.0005754041723458,0.0005733178211596,0.0005746855533924,0.0005754041723458,cvar,0.75,0.5387801638571188,3.609065152075799e-06,False,True,12.0
conv.0:out:60,conv.0,0,60,64,1,3,390,31734.0,conv.2,conv.3,conv_in,0.6684029617904717,1.089952826499939,1.2744029885157944,1.193669925746508,0.4624955356121063,0.0004445864523053,0.0004419152433426,0.0004432930126378,0.0004445864523053,cvar,0.75,0.4040851228928391,2.1062676050623045e-05,False,False,
